Episode,Reward
396,11.238227
397,15.885385
398,13.834993
399,23.066208
400,11.493717
401,11.472043
402,0.511333
403,14.687329
404,11.061353
405,8.812944
406,27.880303
407,15.5807
408,8.608141
409,32.471336
410,33.003576
411,11.0963
412,5.832958
413,21.16459
414,9.030509
415,41.424169
416,17.872479
417,4.166649
418,11.620795
419,12.463366
420,17.855711
421,17.341222
422,6.794362
423,20.721314
424,-1.560627
425,-5.305442
426,5.591345
427,14.75292
428,10.774
429,12.626805
430,19.365148
431,32.400652
432,21.489821
433,21.502952
434,12.622936
435,35.782412
436,12.133407
437,19.775977
438,23.579613
439,18.331861
440,16.264662
441,13.373937
442,18.996881
443,30.500086
444,2.983193
445,13.919669
446,14.367053
447,8.815969
448,24.301158
449,7.761777
450,19.967751
451,32.676101
452,10.820041
453,17.240127
454,16.477841
455,6.492376
456,33.315966
457,6.831533
458,-3.915798
459,21.279691
460,45.901236
461,29.164657
462,10.449678
463,17.278452
464,9.577794
465,18.544159
466,16.356553
467,10.231467
468,27.026276
469,14.743612
470,26.704408
471,21.870851
472,25.784985
473,23.07651
474,11.00937
475,44.357941
476,25.939679
477,10.149381
478,17.968562
479,14.958061
480,36.089422
481,16.042173
482,19.916534
483,-13.427501
484,37.424637
485,22.330395
486,4.082918
487,29.129738
488,-5.937088
489,11.418547
490,8.609174
491,28.445852
492,17.743634
493,19.921193
494,7.253349
495,21.36775
496,26.150725
497,13.434134
498,11.341357
499,-0.080043
500,13.180339
501,29.781174
502,11.501263
503,10.948413
504,-5.617673
505,10.387972
506,16.147666
507,12.819186
508,11.232564
509,31.067069
510,36.354912
511,22.589079
512,16.186529
513,21.655021
514,34.018579
515,22.524048
516,18.160033
517,4.157666
518,17.252082
519,27.470316
520,28.87061
521,20.961163
522,21.195705
523,-1.603188
524,17.784094
525,16.186724
526,28.289132
527,10.459526
528,5.382289
529,34.813292
530,34.311336
531,9.653294
532,33.188574
533,17.324848
534,-11.820173
535,-6.087486
536,15.417877
537,10.385647
538,-7.163277
539,35.817008
540,30.320936
541,5.244673
542,16.064446
543,10.228692
544,18.311362
545,-3.793288
546,21.074954
547,12.470493
548,17.937133
549,-8.566354
550,13.742468
551,11.598835
552,10.508201
553,20.369314
554,27.452574
555,14.353348
556,19.703858
557,12.497249
558,22.77233
559,17.026897
560,8.991178
561,24.038323
562,15.231741
563,27.167256
564,15.020209
565,24.543657
566,17.268011
567,34.556261
568,40.427545
569,15.182225
570,16.469994
571,10.192758
572,10.443399
573,43.619464
574,33.916296
575,28.445017
576,9.724793
577,13.215522
578,11.624207
579,20.593348
580,31.079241
581,15.082822
582,41.461946
583,22.864573
584,45.8835
585,25.350042
586,17.821084
587,11.132608
588,28.551637
589,9.228344
590,21.947464
591,-3.380869
592,25.873183
593,-6.616021
594,8.843
595,-1.371014
596,4.232892
597,10.439303
598,44.056711
599,-7.218097
600,11.003378
601,23.939983
602,29.969932
603,30.927847
604,26.217103
605,19.154469
606,15.564686
607,42.925027
608,18.743501
609,10.487812
610,17.359395
611,0.472584
612,35.317451
613,10.737132
614,28.441489
615,11.495065
616,28.629369
617,24.569821
618,10.868277
619,35.666735
620,-1.976233
621,22.01219
622,27.726682
623,9.526105
624,3.996864
625,11.139457
626,13.621378
627,-3.439162
628,6.966632
629,31.475082
630,14.166347
631,18.512645
632,8.937545
633,-0.929205
634,17.462271
635,27.405369
636,1.953249
637,-9.022365
638,18.405777
639,17.273532
640,23.086345
641,23.16256
642,-7.14282
643,16.437301
644,12.846896
645,13.078824
646,18.377831
647,22.146992
648,14.683621
649,-0.221581
650,14.855539
651,39.411096
652,38.058399
653,16.110345
654,35.577584
655,16.243678
656,41.066184
657,18.568489
658,26.076289
659,11.275509
660,44.176829
661,11.012631
662,24.017301
663,11.096594
664,10.495993
665,32.849963
666,32.483718
667,10.472763
668,16.648801
669,10.751145
670,24.151872
671,10.98378
672,37.853458
673,14.1185
674,9.031601
675,33.688549
676,13.665588
677,15.426981
678,12.327536
679,22.14626
680,26.888494
681,10.176366
682,26.81816
683,18.982412
684,11.369175
685,26.347683
686,12.157858
687,47.606937
688,0.007636
689,14.203222
690,16.739083
691,34.899552
692,4.89004
693,8.364716
694,28.013224
695,14.817581
696,16.540864
697,10.739152
698,26.509456
699,23.751431
700,-0.539862
701,-5.205596
702,26.341499
703,10.757434
704,35.013188
705,25.83347
706,28.212676
707,19.600105
708,30.771065
709,63.140273
710,12.225521
711,-0.593726
712,19.824724
713,22.212547
714,13.936843
715,30.292497
716,15.953036
717,19.888121
718,17.014599
719,25.410585
720,11.970013
721,38.710561
722,13.930768
723,10.626035
724,15.880094
725,22.61938
726,38.633747
727,14.445711
728,30.855822
729,48.207047
730,40.197753
731,-5.006334
732,13.983201
733,45.464645
734,25.368084
735,4.578363
736,18.847048
737,31.83875
738,13.551446
739,10.779881
740,11.386513
741,35.177659
742,18.159911
743,26.119004
744,10.478018
745,27.591699
746,22.834779
747,2.533328
748,11.710274
749,10.358819
750,-7.125803
751,35.722801
752,44.760811
753,-6.631944
754,15.020981
755,22.124817
756,-0.910672
757,38.642625
758,28.698606
759,39.663624
760,30.436412
761,20.012677
762,30.9304
763,8.224695
764,13.996308
765,22.311318
766,18.350434
767,11.023048
768,27.211703
769,28.311026
770,-6.169092
771,19.303189
772,15.956702
773,19.1531
774,16.115434
775,16.545319
776,21.834264
777,17.564369
778,20.599466
779,24.986729
780,23.366391
781,23.926523
782,30.898682
783,6.291653
784,10.111177
785,3.405397
786,23.506195
787,0.915685
788,25.052792
789,31.063528
790,30.248978
791,21.683769
792,-7.14721
793,-6.037734
794,8.124639
795,4.285145
796,22.178634
797,23.259023
798,23.625254
799,6.09003
800,10.461578
801,39.778105
802,-1.356874
803,16.276558
804,25.765345
805,15.914535
806,13.973322
807,10.94024
808,25.011282
809,23.789958
810,10.871976
811,30.164814
812,10.794344
813,44.427433
814,20.171111
815,18.613782
816,40.84378
817,12.218632
818,26.117431
819,22.255502
820,12.196137
821,22.891047
822,11.173648
823,9.220217
824,13.737259
825,28.556101
826,10.038253
827,8.430554
828,38.407792
829,19.701612
830,13.135634
831,-8.705735
832,26.236789
833,24.28262
834,10.10359
835,17.094297
836,29.095791
837,20.238733
838,42.110119
839,-1.218968
840,26.877776
841,18.000268
842,15.949395
843,21.772117
844,25.374412
845,23.862152
846,25.636799
847,28.451941
848,1.165104
849,23.940766
850,19.097538
851,15.272434
852,14.56342
853,14.442531
854,9.809691
855,22.19015
856,39.848903
857,23.251821
858,15.088967
859,6.951435
860,-1.009738
861,7.058973
862,24.666687
863,42.203937
864,31.436673
865,-3.177285
866,42.478793
867,8.785565
868,42.854878
869,31.741646
870,43.766464
871,9.976431
872,32.391154
873,18.351365
874,21.581447
875,14.906633
876,26.89162
877,34.594427
878,57.743851
879,1.782832
880,27.52653
881,16.872713
882,16.767585
883,48.171199
884,20.892673
885,5.202989
886,22.32219
887,-8.768757
888,22.769221
889,22.656559
890,29.198936
891,15.921286
892,16.575569
893,10.305709
894,49.29035
895,4.287313
896,12.337418
897,20.203963
898,46.64751
899,17.969229
900,-2.757144
901,11.183
902,28.597496
903,27.050587
904,27.454787
905,29.143422
906,13.414549
907,35.834152
908,40.812484
909,18.917372
910,32.254919
911,10.939439
912,52.159889
913,-0.820484
914,28.794625
915,20.227693
916,14.555148
917,17.249367
918,8.631336
919,8.633963
920,23.886
921,8.930912
922,30.093121
923,21.230417
924,10.964119
925,43.518689
926,11.633801
927,11.331504
928,38.183083
929,15.32355
930,16.897944
931,16.189478
932,23.582746
933,44.892993
934,45.900871
935,31.922093
936,42.403956
937,53.836747
938,31.035088
939,-3.42555
940,58.084878
941,34.545141
942,14.519814
943,14.952719
944,10.092713
945,1.941441
946,10.868294
947,25.943715
948,29.213989
949,14.645877
950,13.509901
951,13.870192
952,16.810745
953,17.703266
954,10.323794
955,26.975471
956,42.158057
957,9.722761
958,46.651913
959,35.162914
960,57.503729
961,55.314625
962,34.494303
963,10.675584
964,36.831649
965,18.5023
966,25.214016
967,38.380879
968,22.897335
969,35.00154
970,24.004776
971,22.130892
972,30.061425
973,21.394619
974,43.118252
975,50.153892
976,40.165231
977,24.862174
978,40.575722
979,39.861614
980,45.03893
981,15.777877
982,34.460272
983,17.075811
984,1.84164
985,0.648178
986,29.029131
987,42.075129
988,41.376336
989,18.076308
990,26.165021
991,1.151919
992,44.188425
993,10.598415
994,37.296999
995,12.225504
996,25.820229
997,27.866417
998,51.45891
999,34.564503
1000,32.35762
1001,26.525423
1002,21.176438
1003,9.880686
1004,24.388162
1005,2.916624
1006,17.527324
1007,14.418651
1008,25.696207
1009,36.843492
1010,30.087543
1011,27.626144
1012,13.846802
1013,33.827961
1014,44.057231
1015,10.856913
1016,47.83589
1017,48.118739
1018,30.51168
1019,38.041891
1020,21.518354
1021,21.960523
1022,17.071299
1023,41.912644
1024,41.635599
1025,44.259152
1026,16.210017
1027,45.626865
1028,20.018618
1029,34.725937
1030,22.092411
1031,15.136385
1032,51.095844
1033,11.2713
1034,4.192397
1035,36.309182
1036,40.376465
1037,12.186747
1038,47.591993
1039,25.694738
1040,-7.326865
1041,44.757242
1042,27.2727
1043,20.971872
1044,47.70316
1045,41.736172
1046,40.115482
1047,10.963244
1048,11.3753
1049,9.625873
1050,34.555358
1051,58.2757
1052,42.831143
1053,29.042251
1054,15.61705
1055,28.030781
1056,39.100042
1057,23.616106
1058,30.229334
1059,17.836334
1060,17.061406
1061,16.98188
1062,19.48452
1063,11.929073
1064,18.892088
1065,46.652674
1066,30.324291
1067,28.304406
1068,29.500288
1069,49.340844
1070,35.713455
1071,23.995463
1072,-1.095296
1073,28.288613
1074,11.267056
1075,28.495916
1076,31.009317
1077,43.692419
1078,14.382947
1079,13.533675
1080,26.07641
1081,41.478536
1082,35.769777
1083,21.496041
1084,23.592171
1085,57.178031
1086,19.355623
1087,44.123348
1088,-0.045473
1089,35.953861
1090,28.646412
1091,34.277274
1092,0.940468
1093,10.976987
1094,29.737009
1095,10.959578
1096,-3.617047
1097,67.623079
1098,56.014116
1099,34.610436
1100,23.564336
1101,23.126862
1102,46.037161
1103,1.87426
1104,11.1579
1105,38.364359
1106,37.576678
1107,13.341296
1108,57.130401
1109,54.342881
1110,15.762894
1111,19.172992
1112,26.066826
1113,12.454601
1114,39.846788
1115,0.757512
1116,-2.447317
1117,25.915416
1118,64.166595
1119,34.213821
1120,29.559281
1121,17.17987
1122,22.20084
1123,39.38185
1124,57.801142
1125,-2.295581
1126,14.678128
1127,11.368451
1128,40.727828
1129,27.439175
1130,37.822838
1131,25.493462
1132,12.473913
1133,9.544028
1134,50.474695
1135,54.711811
1136,73.189283
1137,31.852983
1138,39.502439
1139,23.68778
1140,22.761483
1141,35.94769
1142,12.691202
1143,46.786631
1144,14.996346
1145,10.529047
1146,33.850196
1147,15.972054
1148,54.349399
1149,26.891202
1150,10.556117
1151,-6.157799
1152,50.063165
1153,0.583212
1154,18.461402
1155,26.135373
1156,11.338068
1157,27.568281
1158,56.687241
1159,40.802916
1160,10.283261
1161,28.034462
1162,10.386323
1163,-1.603526
1164,32.844544
1165,29.453966
1166,59.819028
1167,43.076302
1168,23.505692
1169,52.697829
1170,42.858658
1171,10.546489
1172,30.780659
1173,2.689674
1174,51.427572
1175,23.373574
1176,4.206076
1177,47.309223
1178,17.233046
1179,65.186675
1180,57.527582
1181,45.938844
1182,27.484884
1183,10.8228
1184,56.012092
1185,22.305211
1186,62.518512
1187,27.751027
1188,24.004061
1189,52.406772
1190,38.804115
1191,23.488872
1192,44.216421
1193,22.924198
1194,49.946424
1195,67.524806
1196,19.788201
1197,36.727121
1198,11.131589
1199,-2.816574
1200,24.3514
1201,27.375371
1202,-5.199484
1203,6.688242
1204,37.011586
1205,73.94432
1206,67.513131
1207,21.660215
1208,50.667211
1209,47.500292
1210,17.13129
1211,46.188435
1212,-0.482982
1213,19.590105
1214,43.017867
1215,10.475576
1216,58.685286
1217,33.945889
1218,25.092377
1219,-6.807651
1220,44.591463
1221,69.136338
1222,17.111657
1223,17.308981
1224,48.382636
1225,57.553928
1226,52.865671
1227,23.570897
1228,11.825339
1229,38.187218
1230,18.993963
1231,30.790282
1232,18.334426
1233,25.971752
1234,40.592958
1235,53.732149
1236,42.175148
1237,16.017747
1238,26.949111
1239,66.078453
1240,28.121749
1241,42.917509
1242,52.81019
1243,60.486789
1244,35.101434
1245,41.942523
1246,30.295348
1247,10.603023
1248,21.449755
1249,34.045423
1250,24.300839
1251,19.154371
1252,53.123731
1253,35.374326
1254,22.615613
1255,50.737964
1256,4.998524
1257,51.662153
1258,50.348435
1259,16.536115
1260,41.946672
1261,67.269708
1262,18.444531
1263,45.841215
1264,28.260951
1265,11.371053
1266,34.864119
1267,37.075019
1268,34.676742
1269,27.365206
1270,11.540643
1271,18.994691
1272,53.115381
1273,22.646848
1274,57.329294
1275,26.720891
1276,4.440926
1277,30.052777
1278,41.07909
1279,53.91388
1280,26.616442
1281,28.23891
1282,42.790402
1283,10.284629
1284,28.916654
1285,48.249959
1286,14.427684
1287,26.997345
1288,19.415543
1289,18.88505
1290,37.700837
1291,10.3574
1292,45.387773
1293,15.462516
1294,39.876437
1295,13.587251
1296,40.832398
1297,11.730313
1298,24.705109
1299,70.134937
1300,21.882762
1301,15.77707
1302,61.699381
1303,10.840032
1304,35.692172
1305,16.622878
1306,19.234781
1307,11.668928
1308,43.135105
1309,44.817665
1310,18.36806
1311,24.489487
1312,61.293071
1313,60.756447
1314,9.902299
1315,12.928067
1316,48.747365
1317,27.051814
1318,16.713035
1319,49.065709
1320,70.464177
1321,51.307516
1322,27.503554
1323,44.333521
1324,66.455848
1325,32.6779
1326,34.161936
1327,47.519953
1328,15.893266
1329,23.488888
1330,34.553814
1331,16.490226
1332,72.660125
1333,15.234619
1334,84.333968
1335,50.934856
1336,58.210996
1337,34.676988
1338,12.973829
1339,62.115208
1340,64.238425
1341,24.70763
1342,24.520739
1343,60.628523
1344,62.120356
1345,11.360494
1346,38.857947
1347,67.680042
1348,13.993672
1349,42.711939
1350,57.606331
1351,61.620469
1352,52.337627
1353,40.590091
1354,29.977587
1355,-0.474869
1356,27.665995
1357,38.501918
1358,44.043511
1359,55.18003
1360,14.777146
1361,64.30606
1362,41.541868
1363,17.15574
1364,52.547303
1365,30.239114
1366,56.295862
1367,11.591748
1368,15.064853
1369,41.556964
1370,28.662141
1371,11.683093
1372,63.783497
1373,11.106542
1374,58.041652
1375,76.494192
1376,40.550981
1377,66.037478
1378,13.127074
1379,44.867518
1380,56.347817
1381,63.38371
1382,22.754785
1383,89.573719
1384,24.901142
1385,31.526479
1386,20.571913
1387,68.46187
1388,95.165504
1389,27.884553
1390,47.44189
1391,20.340474
1392,39.235616
1393,27.538262
1394,21.743609
1395,76.161162
1396,29.061295
1397,72.267894
1398,71.21971
1399,28.806855
1400,62.547299
1401,39.009222
1402,65.855053
1403,23.33804
1404,73.481822
1405,77.422415
1406,46.822239
1407,39.44986
1408,32.255667
1409,71.679869
1410,5.815442
1411,49.849177
1412,33.18412
1413,75.98725
1414,32.067
1415,6.874152
1416,21.277461
1417,24.29961
1418,40.247142
1419,74.774308
1420,73.824476
1421,52.914792
1422,30.342937
1423,68.361432
1424,22.749753
1425,59.123135
1426,24.557415
1427,32.698957
1428,37.362283
1429,68.940824
1430,38.769805
1431,54.46976
1432,11.019709
1433,48.934399
1434,10.979937
1435,60.429598
1436,25.959574
1437,28.088597
1438,10.106415
1439,48.833943
1440,72.51785
1441,42.002691
1442,87.482276
1443,34.921483
1444,18.798983
1445,18.345681
1446,28.099544
1447,47.176853
1448,67.353822
1449,75.373045
1450,24.307062
1451,37.630428
1452,16.890997
1453,51.471416
1454,35.344146
1455,18.686895
1456,65.451296
1457,79.366313
1458,55.377927
1459,73.429961
1460,34.800856
1461,55.698251
1462,31.331513
1463,84.792002
1464,10.815555
1465,41.253058
1466,22.959388
1467,51.290623
1468,69.786055
1469,10.485486
1470,64.476092
1471,34.475231
1472,69.878936
1473,10.711
1474,49.728525
1475,28.829382
1476,21.355862
1477,18.575663
1478,42.380318
1479,33.672845
1480,81.865006
1481,28.812909
1482,82.643226
1483,15.593157
1484,65.197447
1485,56.355319
1486,2.500646
1487,43.334346
1488,13.072586
1489,61.506873
1490,7.465483
1491,17.031429
1492,60.170385
1493,17.734494
1494,57.45357
1495,47.791145
1496,50.257723
1497,60.55439
1498,36.791422
1499,46.205706
1500,14.709922
1501,60.313516
1502,69.958622
1503,10.746072
1504,43.890631
1505,51.031698
1506,62.861979
1507,51.544073
1508,30.145307
1509,25.656043
1510,12.182733
1511,69.567773
1512,31.037505
1513,30.250415
1514,36.962527
1515,67.175048
1516,61.243262
1517,63.872671
1518,11.184725
1519,22.880205
1520,33.887995
1521,22.452535
1522,48.106352
1523,60.368689
1524,11.107417
1525,71.695924
1526,35.250499
1527,82.442289
1528,32.875773
1529,71.87088
1530,20.865681
1531,29.915541
1532,35.704458
1533,55.323423
1534,72.96011
1535,84.355354
1536,30.737239
1537,80.950013
1538,41.466006
1539,43.826437
1540,63.996184
1541,22.151196
1542,26.109173
1543,19.844773
1544,47.670024
1545,84.096537
1546,58.79529
1547,34.483842
1548,43.532805
1549,26.703627
1550,28.787801
1551,65.704858
1552,75.478107
1553,5.402461
1554,-0.917645
1555,59.146145
1556,77.699647
1557,15.583012
1558,73.665363
1559,79.084015
1560,89.891123
1561,26.307
1562,50.26907
1563,83.533247
1564,10.8488
1565,75.636732
1566,64.44192
1567,16.920131
1568,66.128126
1569,17.271447
1570,30.462985
1571,35.420537
1572,58.599565
1573,25.601785
1574,55.021311
1575,13.314934
1576,39.191287
1577,35.041546
1578,32.950283
1579,21.901627
1580,22.513677
1581,71.385951
1582,53.988164
1583,36.421578
1584,77.008688
1585,69.547148
1586,82.664919
1587,46.004317
1588,71.668618
1589,40.172178
1590,77.643249
1591,29.066992
1592,34.130019
1593,41.570064
1594,28.138166
1595,83.394057
1596,93.590429
1597,32.94135
1598,88.989853
1599,18.2216
1600,22.342
1601,52.821695
1602,38.031028
1603,67.169697
1604,66.931444
1605,64.212712
1606,70.620989
1607,20.951385
1608,24.860729
1609,63.119224
1610,72.102713
1611,42.325058
1612,37.211256
1613,69.88358
1614,24.303703
1615,23.155434
1616,77.557282
1617,88.022022
1618,58.081756
1619,35.104801
1620,27.913821
1621,48.482448
1622,88.246396
1623,70.525214
1624,43.55694
1625,55.516787
1626,10.759123
1627,68.409779
1628,46.151927
1629,86.46912
1630,74.115001
1631,52.482652
1632,44.851552
1633,77.010433
1634,23.806146
1635,36.878505
1636,23.516996
1637,62.369648
1638,61.005668
1639,17.38152
1640,65.610272
1641,32.744453
1642,44.605978
1643,54.735128
1644,88.410987
1645,27.935285
1646,79.161102
1647,39.238955
1648,59.830015
1649,25.22401
1650,31.659725
1651,29.027466
1652,46.16611
1653,62.220553
1654,62.809826
1655,26.065946
1656,52.657587
1657,11.832544
1658,42.527207
1659,74.434897
1660,41.301121
1661,35.917237
1662,75.249904
1663,10.875747
1664,77.001578
1665,30.79231
1666,30.248397
1667,36.26792
1668,20.551114
1669,61.94509
1670,32.563921
1671,51.250065
1672,62.241271
1673,65.840395
1674,10.908275
1675,74.198078
1676,71.869368
1677,88.494252
1678,70.585597
1679,88.101598
1680,36.922184
1681,46.664527
1682,22.668589
1683,64.243893
1684,18.383389
1685,60.459064
1686,16.670724
1687,33.15613
1688,50.310333
1689,38.073092
1690,37.920283
1691,35.789709
1692,91.038404
1693,83.340932
1694,93.070631
1695,75.70106
1696,66.521107
1697,80.050409
1698,34.278187
1699,43.887971
1700,51.028328
1701,79.147372
1702,54.630094
1703,32.713772
1704,60.390475
1705,78.773585
1706,10.964143
1707,61.240059
1708,45.122954
1709,13.985097
1710,74.68577
1711,70.433512
1712,78.985516
1713,12.280001
1714,74.462307
1715,78.750716
1716,54.074531
1717,54.157134
1718,60.658551
1719,41.008363
1720,81.251567
1721,20.315579
1722,31.324249
1723,64.895406
1724,63.191182
1725,24.357613
1726,93.491472
1727,92.944289
1728,23.762905
1729,57.508375
1730,12.72203
1731,15.30153
1732,57.389488
1733,66.689932
1734,33.2895
1735,91.43235
1736,91.191317
1737,61.79328
1738,52.690251
1739,56.238702
1740,42.45196
1741,86.025505
1742,71.434477
1743,88.514175
1744,17.721721
1745,77.914501
1746,65.496276
1747,79.214926
1748,81.648465
1749,81.647
1750,11.136095
1751,31.885804
1752,93.372964
1753,88.64741
1754,38.96936
1755,77.083966
1756,85.996104
1757,87.025592
1758,48.100016
1759,94.634051
1760,93.259449
1761,66.06101
1762,95.2289
1763,11.930669
1764,96.165182
1765,37.076507
1766,83.59181
1767,85.869488
1768,59.795078
1769,15.427248
1770,99.869481
1771,84.96486
1772,17.84407
1773,71.112603
1774,48.309101
1775,47.591631
1776,67.108209
1777,38.023334
1778,62.865157
1779,15.121022
1780,79.02081
1781,67.483119
1782,101.702207
1783,20.819414
1784,94.77137
1785,78.725535
1786,112.423137
1787,71.180996
1788,68.767395
1789,57.111195
1790,91.440159
1791,75.294058
1792,59.895413
1793,78.03507
1794,32.437164
1795,13.955042
1796,83.019173
1797,84.783018
1798,72.851883
1799,70.306678
1800,34.073414
1801,55.072613
1802,78.824433
1803,101.822699
1804,61.164899
1805,85.422971
1806,58.101205
1807,-1.055379
1808,103.587114
1809,42.243567
1810,47.911758
1811,87.625479
1812,30.990231
1813,56.377303
1814,94.386435
1815,35.649052
1816,24.583038
1817,30.92222
1818,54.125649
1819,15.049841
1820,82.752861
1821,87.933973
1822,79.363507
1823,70.536857
1824,18.964041
1825,66.750417
1826,43.892929
1827,31.917355
1828,29.03315
1829,44.90272
1830,102.00504
1831,17.702115
1832,33.796
1833,88.90861
1834,72.316293
1835,63.939841
1836,89.186953
1837,28.65375
1838,63.480088
1839,70.385639
1840,54.773133
1841,75.052299
1842,87.152657
1843,57.489096
1844,46.71596
1845,92.569812
1846,62.440827
1847,53.123353
1848,62.347159
1849,107.281751
1850,94.728604
1851,84.996125
1852,73.663327
1853,86.532954
1854,76.25999
1855,18.539617
1856,63.527284
1857,89.657709
1858,88.183463
1859,10.890376
1860,46.10429
1861,87.030559
