episode_num,timestep,episode_reward,episode_length,cumulative_reward,moving_avg_10,moving_avg_100,conditions_read,navigation_started,zones_reached,correct_zones,treatments_applied,episode_phases,final_distances,best_distances,policy_loss,value_loss,entropy,learning_rate,explained_variance,total_loss,loss_variance_window
17,400,-5.92,21,-155.82999999999993,-9.100999999999997,-9.166470588235288,False,False,False,False,False,UNKNOWN,0,0,-0.16200599074363708,3.7735257148742676,2.9542014598846436,0.0005,-1.484739065170288,3.6115197241306305,36.47374732935267
18,420,0.4500000000000006,15,-155.37999999999994,-8.632999999999997,-8.632222222222218,False,False,False,False,False,UNKNOWN,0,0,-0.03408709913492203,38.83340072631836,2.933081865310669,0.0005,-0.35626697540283203,38.79931362718344,34.431201448755395
19,440,-8.5,25,-163.87999999999994,-7.982999999999997,-8.625263157894732,False,False,False,False,False,UNKNOWN,0,0,-0.1634168028831482,34.254634857177734,2.9745798110961914,0.0005,0.049758315086364746,34.091218054294586,104.31293334701044
20,460,-3.3499999999999983,20,-167.22999999999993,-7.412999999999997,-8.361499999999996,False,False,False,False,False,UNKNOWN,0,0,-0.19884458184242249,7.416262626647949,2.935080051422119,0.0005,-1.264967918395996,7.217418044805527,155.9884345862833
21,480,-6.050000000000001,25,-173.27999999999994,-7.201999999999996,-8.251428571428567,False,False,False,False,False,UNKNOWN,0,0,0.002426230814307928,43.69775390625,2.913764715194702,0.0005,-0.006531357765197754,43.70018013706431,157.0348381753384
22,520,-8.65,25,-181.92999999999995,-7.096999999999999,-8.269545454545451,False,False,False,False,False,UNKNOWN,0,0,0.03839290142059326,1.7326231002807617,2.955620527267456,0.0005,-0.005646347999572754,1.771016001701355,239.4424487538186
23,520,1.1999999999999997,5,-180.72999999999996,-6.116999999999998,-7.857826086956519,False,False,False,False,False,UNKNOWN,0,0,0.03839290142059326,1.7326231002807617,2.955620527267456,0.0005,-0.005646347999572754,1.771016001701355,239.4424487538186
24,540,-7.800000000000001,25,-188.52999999999997,-5.891999999999999,-7.855416666666663,False,False,False,False,False,UNKNOWN,0,0,-0.110870361328125,16.163938522338867,2.9115922451019287,0.0005,0.422679603099823,16.053068161010742,256.20379018746837
25,560,-8.299999999999999,25,-196.82999999999998,-5.791999999999999,-7.873199999999997,False,False,False,False,False,UNKNOWN,0,0,-0.10429537296295166,3.3449249267578125,2.8547933101654053,0.0005,0.9016506671905518,3.240629553794861,237.4481187729492
26,600,-7.6499999999999995,25,-204.48,-5.457,-7.864615384615382,False,False,False,False,False,UNKNOWN,0,0,-0.1471378356218338,3.807457447052002,2.9854705333709717,0.0005,-0.3942321538925171,3.660319611430168,247.05969687222574
27,600,0.48,11,-204.0,-4.817,-7.555555555555554,False,False,False,False,False,UNKNOWN,0,0,-0.1471378356218338,3.807457447052002,2.9854705333709717,0.0005,-0.3942321538925171,3.660319611430168,247.05969687222574
28,620,-8.249999999999998,25,-212.25,-5.686999999999999,-7.580357142857141,False,False,False,False,False,UNKNOWN,0,0,-0.16700394451618195,42.54199981689453,2.9267537593841553,0.0005,0.10082751512527466,42.37499587237835,246.94128080189347
29,660,0.8599999999999999,22,-211.39,-4.751,-7.289310344827584,False,False,False,False,False,UNKNOWN,0,0,-0.34048140048980713,0.5482931137084961,2.809422731399536,0.0005,0.2933197617530823,0.20781171321868896,229.57228415234187
30,660,4.02,9,-207.36999999999998,-4.014,-6.912333333333331,False,False,False,False,False,UNKNOWN,0,0,-0.34048140048980713,0.5482931137084961,2.809422731399536,0.0005,0.2933197617530823,0.20781171321868896,229.57228415234187
31,660,3.3800000000000003,6,-203.98999999999998,-3.0710000000000006,-6.580322580645158,False,False,False,False,False,UNKNOWN,0,0,-0.34048140048980713,0.5482931137084961,2.809422731399536,0.0005,0.2933197617530823,0.20781171321868896,229.57228415234187
32,680,-1.9200000000000004,11,-205.90999999999997,-2.398,-6.434687499999998,False,False,False,False,False,UNKNOWN,0,0,-0.1953379362821579,112.3457260131836,2.795142650604248,0.0005,-0.15412330627441406,112.15038807690144,243.25549939366584
33,700,-2.8999999999999972,20,-208.80999999999997,-2.8080000000000003,-6.327575757575756,False,False,False,False,False,UNKNOWN,0,0,-0.3991888761520386,35.332923889160156,2.759222984313965,0.0005,-0.09523475170135498,34.93373501300812,1083.5544740716323
34,720,-2.9600000000000004,13,-211.76999999999998,-2.324,-6.228529411764704,False,False,False,False,False,UNKNOWN,0,0,0.11521594226360321,61.07970428466797,2.6606180667877197,0.0005,0.0747913122177124,61.19492022693157,1071.3076533675319
35,720,1.8200000000000003,9,-209.95,-1.3119999999999998,-5.998571428571427,False,False,False,False,False,UNKNOWN,0,0,0.11521594226360321,61.07970428466797,2.6606180667877197,0.0005,0.0747913122177124,61.19492022693157,1071.3076533675319
36,740,-4.800000000000001,25,-214.75,-1.0269999999999997,-5.965277777777777,False,False,False,False,False,UNKNOWN,0,0,0.019382715225219727,48.781742095947266,2.854843854904175,0.0005,-0.12984013557434082,48.801124811172485,1136.2217137037846
37,760,-6.34,22,-221.09,-1.7089999999999996,-5.975405405405405,False,False,False,False,False,UNKNOWN,0,0,-0.23676705360412598,2.3936028480529785,2.8071751594543457,0.0005,-0.5559365749359131,2.1568357944488525,1147.9945010853105
38,800,-8.2,25,-229.29,-1.704,-6.033947368421051,False,False,False,False,False,UNKNOWN,0,0,-0.40849319100379944,1.2278072834014893,2.8196845054626465,0.0005,0.4842163324356079,0.8193140923976898,1096.2081938226404
39,800,14.34,8,-214.95,-0.35599999999999987,-5.511538461538461,False,False,False,False,False,UNKNOWN,0,0,-0.40849319100379944,1.2278072834014893,2.8196845054626465,0.0005,0.4842163324356079,0.8193140923976898,1096.2081938226404
40,800,3.9,5,-211.04999999999998,-0.3679999999999998,-5.276249999999999,False,False,False,False,False,UNKNOWN,0,0,-0.40849319100379944,1.2278072834014893,2.8196845054626465,0.0005,0.4842163324356079,0.8193140923976898,1096.2081938226404
41,820,10.370000000000001,19,-200.67999999999998,0.3310000000000004,-4.894634146341462,False,False,False,False,False,UNKNOWN,0,0,-0.06035415083169937,176.45474243164062,2.791586399078369,0.0005,-0.34745359420776367,176.39438828080893,1113.9222989105012
42,820,0.6799999999999997,6,-199.99999999999997,0.5910000000000002,-4.761904761904761,False,False,False,False,False,UNKNOWN,0,0,-0.06035415083169937,176.45474243164062,2.791586399078369,0.0005,-0.34745359420776367,176.39438828080893,1113.9222989105012
43,840,1.1999999999999997,5,-198.79999999999998,1.0010000000000001,-4.623255813953487,False,False,False,False,False,UNKNOWN,0,0,-0.01851344108581543,147.6348876953125,2.8743178844451904,0.0005,0.12752830982208252,147.61637425422668,2974.384573346677
44,860,-1.530000000000001,19,-200.32999999999998,1.1439999999999997,-4.552954545454544,False,False,False,False,False,UNKNOWN,0,0,-0.20713582634925842,19.75684928894043,2.548351764678955,0.0005,0.10751688480377197,19.54971346259117,3679.7514462759455
45,860,-2.49,12,-202.82,0.7130000000000001,-4.507111111111111,False,False,False,False,False,UNKNOWN,0,0,-0.20713582634925842,19.75684928894043,2.548351764678955,0.0005,0.10751688480377197,19.54971346259117,3679.7514462759455
46,880,-4.82,21,-207.64,0.7109999999999997,-4.51391304347826,False,False,False,False,False,UNKNOWN,0,0,-0.25268250703811646,33.99358367919922,2.5655899047851562,0.0005,-0.9511886835098267,33.7409011721611,3480.8329661428425
47,920,-4.9,25,-212.54,0.8550000000000002,-4.522127659574467,False,False,False,False,False,UNKNOWN,0,0,-0.19463691115379333,1.0635175704956055,2.670105218887329,0.0005,0.052783310413360596,0.8688806593418121,3371.5608043466164
48,920,0.7399999999999993,8,-211.79999999999998,1.7489999999999999,-4.412499999999999,False,False,False,False,False,UNKNOWN,0,0,-0.19463691115379333,1.0635175704956055,2.670105218887329,0.0005,0.052783310413360596,0.8688806593418121,3371.5608043466164
49,940,-4.780000000000001,24,-216.57999999999998,-0.16300000000000017,-4.419999999999999,False,False,False,False,False,UNKNOWN,0,0,-0.20970292389392853,21.22812843322754,2.5814080238342285,0.0005,-0.5453522205352783,21.01842550933361,3592.3920112512387
50,960,-5.700000000000001,25,-222.27999999999997,-1.1230000000000007,-4.445599999999999,False,False,False,False,False,UNKNOWN,0,0,-0.02427392080426216,12.310086250305176,2.704815626144409,0.0005,-0.14916646480560303,12.285812329500914,3648.067594796451
51,980,-3.45,15,-225.72999999999996,-2.5050000000000003,-4.426078431372548,False,False,False,False,False,UNKNOWN,0,0,-0.41697368025779724,4.678822040557861,2.761808395385742,0.0005,0.30955833196640015,4.261848360300064,3573.466477802239
52,1000,-6.250000000000001,25,-231.97999999999996,-3.1980000000000004,-4.461153846153845,False,False,False,False,False,UNKNOWN,0,0,0.01318980474025011,4.593364238739014,2.6923303604125977,0.0005,0.4779652953147888,4.606554043479264,3668.6175983758158
53,1040,-4.15,25,-236.12999999999997,-3.7330000000000005,-4.455283018867924,False,False,False,False,False,UNKNOWN,0,0,-0.19070878624916077,1.3619468212127686,2.4485011100769043,0.0005,0.0056765079498291016,1.1712380349636078,1704.3335630664776
54,1060,-1.2100000000000004,18,-237.33999999999997,-3.7010000000000005,-4.395185185185184,False,False,False,False,False,UNKNOWN,0,0,-0.07489290088415146,0.9678829908370972,2.522385835647583,0.0005,0.6037425994873047,0.8929900899529457,97.37592508398649
55,1060,-0.53,14,-237.86999999999998,-3.5050000000000003,-4.32490909090909,False,False,False,False,False,UNKNOWN,0,0,-0.07489290088415146,0.9678829908370972,2.522385835647583,0.0005,0.6037425994873047,0.8929900899529457,97.37592508398649
56,1100,-3.3000000000000007,25,-241.17,-3.3530000000000006,-4.306607142857142,False,False,False,False,False,UNKNOWN,0,0,-0.32436245679855347,0.9538695216178894,2.4289698600769043,0.0005,-0.5240122079849243,0.6295070648193359,147.69833523788233
57,1120,-1.6000000000000003,20,-242.76999999999998,-3.0230000000000006,-4.259122807017543,False,False,False,False,False,UNKNOWN,0,0,-0.15878979861736298,24.401220321655273,2.5021471977233887,0.0005,0.3679049611091614,24.24243052303791,156.1251027353579
58,1140,-5.6000000000000005,25,-248.36999999999998,-3.657000000000001,-4.282241379310344,False,False,False,False,False,UNKNOWN,0,0,-0.3137585520744324,1.7924766540527344,2.3164539337158203,0.0005,0.8762308955192566,1.478718101978302,163.37087117060676
59,1160,0.019999999999999574,19,-248.34999999999997,-3.1770000000000005,-4.209322033898304,False,False,False,False,False,UNKNOWN,0,0,-0.24194319546222687,1.5564802885055542,2.2827084064483643,0.0005,-0.1847515106201172,1.3145370930433273,163.17071718801316
60,1160,0.7199999999999993,9,-247.62999999999997,-2.5350000000000006,-4.127166666666666,False,False,False,False,False,UNKNOWN,0,0,-0.24194319546222687,1.5564802885055542,2.2827084064483643,0.0005,-0.1847515106201172,1.3145370930433273,163.17071718801316
61,1180,0.18999999999999995,8,-247.43999999999997,-2.1710000000000003,-4.05639344262295,False,False,False,False,False,UNKNOWN,0,0,-0.09884987026453018,36.780052185058594,2.378272533416748,0.0005,-0.3781198263168335,36.681202314794064,169.4718073908689
62,1180,3.5400000000000005,8,-243.89999999999998,-1.1920000000000004,-3.933870967741935,False,False,False,False,False,UNKNOWN,0,0,-0.09884987026453018,36.780052185058594,2.378272533416748,0.0005,-0.3781198263168335,36.681202314794064,169.4718073908689
63,1200,-0.8400000000000003,12,-244.73999999999998,-0.8610000000000001,-3.884761904761904,False,False,False,False,False,UNKNOWN,0,0,-0.05950121954083443,38.97999572753906,2.3802568912506104,0.0005,-0.6001977920532227,38.92049450799823,232.54246728046897
64,1200,-1.5300000000000002,14,-246.26999999999998,-0.8930000000000003,-3.847968749999999,False,False,False,False,False,UNKNOWN,0,0,-0.05950121954083443,38.97999572753906,2.3802568912506104,0.0005,-0.6001977920532227,38.92049450799823,232.54246728046897
65,1240,-2.250000000000001,25,-248.51999999999998,-1.0650000000000002,-3.8233846153846143,False,False,False,False,False,UNKNOWN,0,0,-0.49167895317077637,0.5246166586875916,2.477357864379883,0.0005,0.09930360317230225,0.032937705516815186,283.9858386720465
66,1240,4.380000000000001,6,-244.14,-0.2970000000000003,-3.699090909090908,False,False,False,False,False,UNKNOWN,0,0,-0.49167895317077637,0.5246166586875916,2.477357864379883,0.0005,0.09930360317230225,0.032937705516815186,283.9858386720465
67,1240,-0.16000000000000103,13,-244.29999999999998,-0.1530000000000003,-3.646268656716417,False,False,False,False,False,UNKNOWN,0,0,-0.49167895317077637,0.5246166586875916,2.477357864379883,0.0005,0.09930360317230225,0.032937705516815186,283.9858386720465
68,1280,-1.6500000000000004,25,-245.95,0.24199999999999972,-3.6169117647058813,False,False,False,False,False,UNKNOWN,0,0,-0.4914141595363617,0.27758756279945374,1.936266303062439,0.0005,0.5051558017730713,-0.21382659673690796,331.74397344643546
69,1280,1.029999999999999,11,-244.92,0.34299999999999964,-3.5495652173913035,False,False,False,False,False,UNKNOWN,0,0,-0.4914141595363617,0.27758756279945374,1.936266303062439,0.0005,0.5051558017730713,-0.21382659673690796,331.74397344643546
70,1300,2.4299999999999993,11,-242.48999999999998,0.5139999999999997,-3.464142857142856,False,False,False,False,False,UNKNOWN,0,0,-0.05431116744875908,11.477713584899902,1.7942794561386108,0.0005,0.5893198847770691,11.423402417451143,316.4500879284211
71,1300,4.58,6,-237.90999999999997,0.9529999999999997,-3.350845070422534,False,False,False,False,False,UNKNOWN,0,0,-0.05431116744875908,11.477713584899902,1.7942794561386108,0.0005,0.5893198847770691,11.423402417451143,316.4500879284211
72,1320,-0.9500000000000017,25,-238.85999999999996,0.5039999999999994,-3.3174999999999994,False,False,False,False,False,UNKNOWN,0,0,0.22715707123279572,25.62200927734375,1.7878109216690063,0.0005,0.2853715419769287,25.849166348576546,291.38257411696696
73,1340,0.8399999999999994,8,-238.01999999999995,0.6719999999999995,-3.2605479452054786,False,False,False,False,False,UNKNOWN,0,0,-0.2555392384529114,1.61612868309021,1.662210464477539,0.0005,0.08285272121429443,1.3605894446372986,293.5636916821187
74,1340,5.42,9,-232.59999999999997,1.3669999999999995,-3.143243243243243,False,False,False,False,False,UNKNOWN,0,0,-0.2555392384529114,1.61612868309021,1.662210464477539,0.0005,0.08285272121429443,1.3605894446372986,293.5636916821187
75,1360,1.229999999999999,11,-231.36999999999998,1.7149999999999994,-3.084933333333333,False,False,False,False,False,UNKNOWN,0,0,0.03665263578295708,48.861610412597656,1.651153802871704,0.0005,0.12790894508361816,48.89826304838061,293.9632773857884
76,1360,-0.19000000000000083,12,-231.55999999999997,1.2579999999999991,-3.0468421052631576,False,False,False,False,False,UNKNOWN,0,0,0.03665263578295708,48.861610412597656,1.651153802871704,0.0005,0.12790894508361816,48.89826304838061,293.9632773857884
77,1380,5.609999999999999,12,-225.95,1.8349999999999995,-2.9344155844155844,False,False,False,False,False,UNKNOWN,0,0,-0.10935229063034058,23.202802658081055,1.8138542175292969,0.0005,-1.150954246520996,23.093450367450714,335.839901778823
78,1400,-3.55,25,-229.5,1.6449999999999991,-2.9423076923076925,False,False,False,False,False,UNKNOWN,0,0,-0.03397071361541748,36.79017639160156,1.9094339609146118,0.0005,-1.8110291957855225,36.756205677986145,315.5087195212488
79,1420,0.6799999999999997,6,-228.82,1.6099999999999994,-2.8964556962025316,False,False,False,False,False,UNKNOWN,0,0,-0.32146579027175903,8.968358993530273,2.0585665702819824,0.0005,-0.3020186424255371,8.646893203258514,308.4877393414821
80,1420,0.6799999999999997,6,-228.14,1.4349999999999994,-2.85175,False,False,False,False,False,UNKNOWN,0,0,-0.32146579027175903,8.968358993530273,2.0585665702819824,0.0005,-0.3020186424255371,8.646893203258514,308.4877393414821
81,1420,3.2399999999999998,13,-224.89999999999998,1.3009999999999995,-2.776543209876543,False,False,False,False,False,UNKNOWN,0,0,-0.32146579027175903,8.968358993530273,2.0585665702819824,0.0005,-0.3020186424255371,8.646893203258514,308.4877393414821
82,1440,1.0399999999999987,8,-223.85999999999999,1.4999999999999996,-2.73,False,False,False,False,False,UNKNOWN,0,0,-0.19433917105197906,26.627185821533203,2.0921261310577393,0.0005,-1.5954089164733887,26.432846650481224,323.4671424906375
83,1460,0.1899999999999995,13,-223.67,1.4349999999999994,-2.6948192771084334,False,False,False,False,False,UNKNOWN,0,0,-0.797754168510437,12.013978958129883,1.870985746383667,0.0005,-0.8365037441253662,11.216224789619446,279.3666576648322
84,1460,2.069999999999999,9,-221.6,1.0999999999999992,-2.638095238095238,False,False,False,False,False,UNKNOWN,0,0,-0.797754168510437,12.013978958129883,1.870985746383667,0.0005,-0.8365037441253662,11.216224789619446,279.3666576648322
85,1460,-0.8800000000000003,9,-222.48,0.8889999999999993,-2.6174117647058823,False,False,False,False,False,UNKNOWN,0,0,-0.797754168510437,12.013978958129883,1.870985746383667,0.0005,-0.8365037441253662,11.216224789619446,279.3666576648322
86,1500,-2.6400000000000006,22,-225.12,0.6439999999999996,-2.617674418604651,False,False,False,False,False,UNKNOWN,0,0,-0.2775729298591614,6.168042182922363,1.9250781536102295,0.0005,0.015083491802215576,5.890469253063202,187.77230420123956
87,1500,4.220000000000001,9,-220.9,0.5049999999999997,-2.539080459770115,False,False,False,False,False,UNKNOWN,0,0,-0.2775729298591614,6.168042182922363,1.9250781536102295,0.0005,0.015083491802215576,5.890469253063202,187.77230420123956
88,1500,4.93,6,-215.97,1.3529999999999995,-2.454204545454545,False,False,False,False,False,UNKNOWN,0,0,-0.2775729298591614,6.168042182922363,1.9250781536102295,0.0005,0.015083491802215576,5.890469253063202,187.77230420123956
89,1520,1.4199999999999995,9,-214.55,1.4269999999999996,-2.4106741573033705,False,False,False,False,False,UNKNOWN,0,0,-0.3547418713569641,31.538959503173828,1.666929841041565,0.0005,-0.7965875864028931,31.184217631816864,200.72098767618598
90,1520,1.2899999999999996,8,-213.26000000000002,1.4879999999999995,-2.3695555555555554,False,False,False,False,False,UNKNOWN,0,0,-0.3547418713569641,31.538959503173828,1.666929841041565,0.0005,-0.7965875864028931,31.184217631816864,200.72098767618598
91,1540,4.57,9,-208.69000000000003,1.6209999999999993,-2.2932967032967033,False,False,False,False,False,UNKNOWN,0,0,-0.23429134488105774,7.4757795333862305,1.7047580480575562,0.0005,-0.035196542739868164,7.241488188505173,209.43652634845802
92,1540,0.3799999999999981,16,-208.31000000000003,1.5549999999999997,-2.2642391304347824,False,False,False,False,False,UNKNOWN,0,0,-0.23429134488105774,7.4757795333862305,1.7047580480575562,0.0005,-0.035196542739868164,7.241488188505173,209.43652634845802
93,1560,5.42,4,-202.89000000000004,2.0779999999999994,-2.1816129032258065,False,False,False,False,False,UNKNOWN,0,0,-0.3408428132534027,3.7492623329162598,1.968570351600647,0.0005,-1.6124083995819092,3.408419519662857,189.90222225174278
94,1560,4.57,14,-198.32000000000005,2.3279999999999994,-2.1097872340425536,False,False,False,False,False,UNKNOWN,0,0,-0.3408428132534027,3.7492623329162598,1.968570351600647,0.0005,-1.6124083995819092,3.408419519662857,189.90222225174278
95,1580,0.36999999999999966,19,-197.95000000000005,2.453,-2.083684210526316,False,False,False,False,False,UNKNOWN,0,0,-0.4255189001560211,22.958330154418945,1.7285668849945068,0.0005,-2.3242313861846924,22.532811254262924,124.1740798340858
96,1580,4.940000000000001,3,-193.01000000000005,3.211,-2.0105208333333326,False,False,False,False,False,UNKNOWN,0,0,-0.4255189001560211,22.958330154418945,1.7285668849945068,0.0005,-2.3242313861846924,22.532811254262924,124.1740798340858
97,1600,5.450000000000001,5,-187.56000000000006,3.3339999999999996,-1.93360824742268,False,False,False,False,False,UNKNOWN,0,0,-0.40678295493125916,5.115944862365723,1.878516435623169,0.0005,-0.5970511436462402,4.7091619074344635,123.48036752240344
98,1600,1.1599999999999988,17,-186.40000000000006,2.957,-1.90204081632653,False,False,False,False,False,UNKNOWN,0,0,-0.40678295493125916,5.115944862365723,1.878516435623169,0.0005,-0.5970511436462402,4.7091619074344635,123.48036752240344
99,1620,1.8799999999999994,6,-184.52000000000007,3.0029999999999997,-1.8638383838383834,False,False,False,False,False,UNKNOWN,0,0,-0.9261119961738586,4.201815605163574,1.8239390850067139,0.0005,-0.0842517614364624,3.2757036089897156,86.71128016358483
100,1620,2.82,14,-181.70000000000007,3.1559999999999997,-1.8169999999999995,False,False,False,False,False,UNKNOWN,0,0,-0.9261119961738586,4.201815605163574,1.8239390850067139,0.0005,-0.0842517614364624,3.2757036089897156,86.71128016358483
101,1640,3.9,5,-177.80000000000007,3.0889999999999995,-1.6279999999999994,False,False,False,False,False,UNKNOWN,0,0,-0.02969672717154026,4.390316963195801,1.8248226642608643,0.0005,-0.8559606075286865,4.3606202360242605,94.40683862329065
102,1660,-1.700000000000001,25,-179.50000000000006,2.8809999999999993,-1.5289999999999995,False,False,False,False,False,UNKNOWN,0,0,0.20570778846740723,4.570528984069824,1.737038254737854,0.0005,-0.4173349142074585,4.7762367725372314,78.32118121463085
103,1660,4.48,6,-175.02000000000007,2.787,-1.4242,False,False,False,False,False,UNKNOWN,0,0,0.20570778846740723,4.570528984069824,1.737038254737854,0.0005,-0.4173349142074585,4.7762367725372314,78.32118121463085
104,1700,-2.6000000000000005,25,-177.62000000000006,2.07,-1.4533999999999994,False,False,False,False,False,UNKNOWN,0,0,-0.6811462640762329,1.593646764755249,2.191943883895874,0.0005,-0.059414029121398926,0.9125005006790161,82.90721949791607
105,1700,-0.07000000000000028,16,-177.69000000000005,2.026,-1.3040999999999996,False,False,False,False,False,UNKNOWN,0,0,-0.6811462640762329,1.593646764755249,2.191943883895874,0.0005,-0.059414029121398926,0.9125005006790161,82.90721949791607
106,1720,1.5099999999999976,22,-176.18000000000006,1.6829999999999994,-1.2386,False,False,False,False,False,UNKNOWN,0,0,-0.3196724057197571,0.768155038356781,1.688724160194397,0.0005,0.09111428260803223,0.4484826326370239,88.42752821709828
107,1760,-0.7500000000000024,25,-176.93000000000006,1.0629999999999993,-1.1210999999999998,False,False,False,False,False,UNKNOWN,0,0,-0.5044881105422974,0.3388199806213379,1.668418526649475,0.0005,0.44246453046798706,-0.16566812992095947,37.212493844248606
108,1760,0.1599999999999997,7,-176.77000000000007,0.9629999999999994,-1.0772,False,False,False,False,False,UNKNOWN,0,0,-0.5044881105422974,0.3388199806213379,1.668418526649475,0.0005,0.44246453046798706,-0.16566812992095947,37.212493844248606
109,1760,1.7199999999999993,9,-175.05000000000007,0.9469999999999994,-0.91,False,False,False,False,False,UNKNOWN,0,0,-0.5044881105422974,0.3388199806213379,1.668418526649475,0.0005,0.44246453046798706,-0.16566812992095947,37.212493844248606
110,1780,0.37999999999999945,11,-174.67000000000007,0.7029999999999991,-0.8157000000000001,False,False,False,False,False,UNKNOWN,0,0,-0.49420347809791565,2.9443857669830322,1.4760801792144775,0.0005,-0.34991395473480225,2.4501822888851166,39.457113325292795
111,1780,0.6799999999999997,6,-173.99000000000007,0.38099999999999923,-0.7273000000000002,False,False,False,False,False,UNKNOWN,0,0,-0.49420347809791565,2.9443857669830322,1.4760801792144775,0.0005,-0.34991395473480225,2.4501822888851166,39.457113325292795
112,1820,-1.6000000000000014,25,-175.59000000000006,0.3909999999999991,-0.6463,False,False,False,False,False,UNKNOWN,0,0,-0.2159554660320282,1.3667305707931519,1.3517053127288818,0.0005,-0.6445887088775635,1.1507751047611237,3.4408230691790878
113,1820,1.7199999999999998,4,-173.87000000000006,0.11499999999999908,-0.5431000000000001,False,False,False,False,False,UNKNOWN,0,0,-0.2159554660320282,1.3667305707931519,1.3517053127288818,0.0005,-0.6445887088775635,1.1507751047611237,3.4408230691790878
114,1820,1.5899999999999994,8,-172.28000000000006,0.5339999999999991,-0.42670000000000025,False,False,False,False,False,UNKNOWN,0,0,-0.2159554660320282,1.3667305707931519,1.3517053127288818,0.0005,-0.6445887088775635,1.1507751047611237,3.4408230691790878
