episode_num,timestep,episode_reward,episode_length,cumulative_reward,moving_avg_10,moving_avg_100,conditions_read,navigation_started,zones_reached,correct_zones,treatments_applied,episode_phases,final_distances,best_distances,policy_loss,value_loss,entropy,learning_rate,explained_variance,total_loss,loss_variance_window
4435,41720,16.72,14,25019.449999999935,9.09,8.4722,False,False,False,False,False,UNKNOWN,0,0,0.04924217611551285,1.9747463464736938,1.1343601942062378,0.0005,0.9631308317184448,2.0239885225892067,70.64474647076243
4436,41720,15.9,5,25035.349999999937,10.525,8.5818,False,False,False,False,False,UNKNOWN,0,0,0.04924217611551285,1.9747463464736938,1.1343601942062378,0.0005,0.9631308317184448,2.0239885225892067,70.64474647076243
4437,41720,16.450000000000003,5,25051.799999999937,11.946000000000002,8.5818,False,False,False,False,False,UNKNOWN,0,0,0.04924217611551285,1.9747463464736938,1.1343601942062378,0.0005,0.9631308317184448,2.0239885225892067,70.64474647076243
4438,41740,1.9099999999999993,7,25053.709999999937,12.049,8.4415,False,False,False,False,False,UNKNOWN,0,0,-0.1450893133878708,4.717104434967041,1.1566359996795654,0.0005,0.8036057949066162,4.57201512157917,76.76732041406144
4439,41760,-1.600000000000001,25,25052.10999999994,10.232,8.425599999999998,False,False,False,False,False,UNKNOWN,0,0,0.2394229620695114,2.6507716178894043,1.212378740310669,0.0005,0.21790367364883423,2.8901945799589157,77.04577228763898
4440,41760,16.42,4,25068.529999999937,11.702000000000002,8.4598,False,False,False,False,False,UNKNOWN,0,0,0.2394229620695114,2.6507716178894043,1.212378740310669,0.0005,0.21790367364883423,2.8901945799589157,77.04577228763898
4441,41760,15.940000000000001,3,25084.469999999936,11.699,8.463899999999999,False,False,False,False,False,UNKNOWN,0,0,0.2394229620695114,2.6507716178894043,1.212378740310669,0.0005,0.21790367364883423,2.8901945799589157,77.04577228763898
4442,41760,15.940000000000001,3,25100.409999999934,11.642,8.600900000000001,False,False,False,False,False,UNKNOWN,0,0,0.2394229620695114,2.6507716178894043,1.212378740310669,0.0005,0.21790367364883423,2.8901945799589157,77.04577228763898
4443,41780,4.659999999999998,17,25105.069999999934,10.433999999999997,8.4881,False,False,False,False,False,UNKNOWN,0,0,-0.2496824711561203,40.09128952026367,1.2317560911178589,0.0005,0.2792785167694092,39.84160704910755,43.523217070926805
4444,41800,1.8099999999999987,12,25106.879999999936,10.415000000000001,8.488999999999999,False,False,False,False,False,UNKNOWN,0,0,-0.4617721140384674,32.25316619873047,1.261850118637085,0.0005,-6.429060459136963,31.791394084692,127.65781566063224
4445,41800,1.1999999999999988,10,25108.079999999936,8.863000000000001,8.4797,False,False,False,False,False,UNKNOWN,0,0,-0.4617721140384674,32.25316619873047,1.261850118637085,0.0005,-6.429060459136963,31.791394084692,127.65781566063224
4446,41820,2.269999999999999,9,25110.349999999937,7.5,8.3403,False,False,False,False,False,UNKNOWN,0,0,-0.16783307492733002,6.264773368835449,1.1792902946472168,0.0005,-1.408515214920044,6.096940293908119,160.82005018232985
4447,41820,0.399999999999999,10,25110.749999999938,5.894999999999999,8.3453,False,False,False,False,False,UNKNOWN,0,0,-0.16783307492733002,6.264773368835449,1.1792902946472168,0.0005,-1.408515214920044,6.096940293908119,160.82005018232985
4448,41820,4.9,5,25115.64999999994,6.194,8.377699999999999,False,False,False,False,False,UNKNOWN,0,0,-0.16783307492733002,6.264773368835449,1.1792902946472168,0.0005,-1.408515214920044,6.096940293908119,160.82005018232985
4449,41840,16.42,4,25132.069999999938,7.996,8.5308,False,False,False,False,False,UNKNOWN,0,0,0.14882175624370575,17.454051971435547,1.2035887241363525,0.0005,-3.67974853515625,17.602873727679253,157.06552098270924
4450,41840,16.509999999999998,7,25148.579999999936,8.004999999999999,8.6848,False,False,False,False,False,UNKNOWN,0,0,0.14882175624370575,17.454051971435547,1.2035887241363525,0.0005,-3.67974853515625,17.602873727679253,157.06552098270924
4451,41840,1.8799999999999994,6,25150.459999999937,6.598999999999998,8.686399999999999,False,False,False,False,False,UNKNOWN,0,0,0.14882175624370575,17.454051971435547,1.2035887241363525,0.0005,-3.67974853515625,17.602873727679253,157.06552098270924
4452,41860,5.450000000000001,5,25155.909999999938,5.549999999999999,8.5767,False,False,False,False,False,UNKNOWN,0,0,-0.06333474814891815,16.999488830566406,1.09391188621521,0.0005,0.6769096255302429,16.936154082417488,158.0249781305784
4453,41860,1.7899999999999996,8,25157.69999999994,5.262999999999999,8.597800000000001,False,False,False,False,False,UNKNOWN,0,0,-0.06333474814891815,16.999488830566406,1.09391188621521,0.0005,0.6769096255302429,16.936154082417488,158.0249781305784
4454,41880,1.5099999999999993,12,25159.209999999937,5.232999999999999,8.600900000000001,False,False,False,False,False,UNKNOWN,0,0,-0.29575175046920776,20.15024185180664,1.1933867931365967,0.0005,-1.0568487644195557,19.854490101337433,153.68626357321938
4455,41880,15.940000000000001,3,25175.149999999936,6.706999999999999,8.751100000000001,False,False,False,False,False,UNKNOWN,0,0,-0.29575175046920776,20.15024185180664,1.1933867931365967,0.0005,-1.0568487644195557,19.854490101337433,153.68626357321938
4456,41880,15.940000000000001,3,25191.089999999935,8.074,8.9046,False,False,False,False,False,UNKNOWN,0,0,-0.29575175046920776,20.15024185180664,1.1933867931365967,0.0005,-1.0568487644195557,19.854490101337433,153.68626357321938
4457,41900,1.779999999999998,16,25192.869999999933,8.212,8.763100000000001,False,False,False,False,False,UNKNOWN,0,0,-0.27690109610557556,9.563390731811523,1.0920307636260986,0.0005,0.7480647563934326,9.286489635705948,143.93112333863235
4458,41900,0.7199999999999993,9,25193.589999999935,7.794,8.760600000000002,False,False,False,False,False,UNKNOWN,0,0,-0.27690109610557556,9.563390731811523,1.0920307636260986,0.0005,0.7480647563934326,9.286489635705948,143.93112333863235
4459,41920,0.6199999999999992,9,25194.209999999934,6.2139999999999995,8.6074,False,False,False,False,False,UNKNOWN,0,0,-0.046695809811353683,8.745245933532715,1.2104514837265015,0.0005,0.4764150381088257,8.698550123721361,146.87415691374233
4460,41920,0.7499999999999996,5,25194.959999999934,4.638,8.6054,False,False,False,False,False,UNKNOWN,0,0,-0.046695809811353683,8.745245933532715,1.2104514837265015,0.0005,0.4764150381088257,8.698550123721361,146.87415691374233
4461,41920,1.0999999999999992,10,25196.059999999932,4.5600000000000005,8.609200000000001,False,False,False,False,False,UNKNOWN,0,0,-0.046695809811353683,8.745245933532715,1.2104514837265015,0.0005,0.4764150381088257,8.698550123721361,146.87415691374233
4462,41940,1.2699999999999991,9,25197.329999999933,4.1419999999999995,8.4613,False,False,False,False,False,UNKNOWN,0,0,0.1957634836435318,7.3324713706970215,1.2262022495269775,0.0005,-1.7113642692565918,7.528234854340553,133.44217106254
4463,41940,1.6599999999999993,7,25198.989999999932,4.129,8.474,False,False,False,False,False,UNKNOWN,0,0,0.1957634836435318,7.3324713706970215,1.2262022495269775,0.0005,-1.7113642692565918,7.528234854340553,133.44217106254
4464,41960,1.7999999999999972,20,25200.78999999993,4.1579999999999995,8.3308,False,False,False,False,False,UNKNOWN,0,0,0.2214267998933792,3.5645973682403564,1.2722411155700684,0.0005,-0.4670675992965698,3.7860241681337357,127.61560571327075
4465,41960,1.7499999999999996,5,25202.53999999993,2.7389999999999994,8.2941,False,False,False,False,False,UNKNOWN,0,0,0.2214267998933792,3.5645973682403564,1.2722411155700684,0.0005,-0.4670675992965698,3.7860241681337357,127.61560571327075
4466,41980,16.54,8,25219.079999999933,2.7989999999999986,8.410099999999998,False,False,False,False,False,UNKNOWN,0,0,0.16666680574417114,5.384143829345703,1.3438374996185303,0.0005,0.34693795442581177,5.550810635089874,125.32956059035575
4467,41980,0.5599999999999996,7,25219.639999999934,2.676999999999999,8.2563,False,False,False,False,False,UNKNOWN,0,0,0.16666680574417114,5.384143829345703,1.3438374996185303,0.0005,0.34693795442581177,5.550810635089874,125.32956059035575
4468,41980,5.42,4,25225.059999999932,3.1469999999999994,8.3021,False,False,False,False,False,UNKNOWN,0,0,0.16666680574417114,5.384143829345703,1.3438374996185303,0.0005,0.34693795442581177,5.550810635089874,125.32956059035575
4469,42000,2.6399999999999975,18,25227.69999999993,3.3489999999999993,8.321699999999998,False,False,False,False,False,UNKNOWN,0,0,-0.1055837869644165,15.549619674682617,1.0786265134811401,0.0005,0.719746470451355,15.4440358877182,68.6230567547511
4470,42020,0.8599999999999999,17,25228.559999999932,3.3599999999999994,8.1709,False,False,False,False,False,UNKNOWN,0,0,0.0630551427602768,1.9902839660644531,1.1564977169036865,0.0005,-2.657125473022461,2.05333910882473,30.298680546017387
4471,42020,1.0399999999999996,8,25229.599999999933,3.353999999999999,8.0165,False,False,False,False,False,UNKNOWN,0,0,0.0630551427602768,1.9902839660644531,1.1564977169036865,0.0005,-2.657125473022461,2.05333910882473,30.298680546017387
4472,42040,5.0,5,25234.599999999933,3.7269999999999994,7.907100000000001,False,False,False,False,False,UNKNOWN,0,0,-0.3203892707824707,2.012227773666382,1.152985692024231,0.0005,-2.2856123447418213,1.6918385028839111,35.79890057625697
4473,42040,1.399999999999999,10,25235.999999999935,3.700999999999999,7.756600000000001,False,False,False,False,False,UNKNOWN,0,0,-0.3203892707824707,2.012227773666382,1.152985692024231,0.0005,-2.2856123447418213,1.6918385028839111,35.79890057625697
4474,42040,4.940000000000001,3,25240.939999999933,4.014999999999999,7.7888,False,False,False,False,False,UNKNOWN,0,0,-0.3203892707824707,2.012227773666382,1.152985692024231,0.0005,-2.2856123447418213,1.6918385028839111,35.79890057625697
4475,42060,0.8799999999999994,6,25241.819999999934,3.9279999999999995,7.638000000000001,False,False,False,False,False,UNKNOWN,0,0,-0.11993063986301422,18.1181640625,1.0447862148284912,0.0005,0.04842054843902588,17.998233422636986,36.53460252018291
4476,42060,0.07999999999999963,6,25241.899999999936,2.281999999999999,7.6284,False,False,False,False,False,UNKNOWN,0,0,-0.11993063986301422,18.1181640625,1.0447862148284912,0.0005,0.04842054843902588,17.998233422636986,36.53460252018291
4477,42060,15.940000000000001,3,25257.839999999935,3.8199999999999994,7.6217000000000015,False,False,False,False,False,UNKNOWN,0,0,-0.11993063986301422,18.1181640625,1.0447862148284912,0.0005,0.04842054843902588,17.998233422636986,36.53460252018291
4478,42080,15.04,13,25272.879999999936,4.782,7.757900000000001,False,False,False,False,False,UNKNOWN,0,0,-0.5714349746704102,9.533219337463379,1.1297277212142944,0.0005,0.6738541126251221,8.961784362792969,38.304258887569546
4479,42080,1.0599999999999983,12,25273.939999999937,4.623999999999999,7.7577,False,False,False,False,False,UNKNOWN,0,0,-0.5714349746704102,9.533219337463379,1.1297277212142944,0.0005,0.6738541126251221,8.961784362792969,38.304258887569546
4480,42100,0.5699999999999972,19,25274.509999999937,4.594999999999999,7.7474,False,False,False,False,False,UNKNOWN,0,0,0.40966373682022095,17.661815643310547,1.070396900177002,0.0005,0.41195935010910034,18.071479380130768,25.748089114371005
4481,42120,1.5099999999999993,17,25276.019999999935,4.6419999999999995,7.6008,False,False,False,False,False,UNKNOWN,0,0,-0.18493826687335968,2.1899008750915527,0.9594780206680298,0.0005,0.8474982976913452,2.004962608218193,34.778708842098084
4482,42120,1.7199999999999998,4,25277.739999999936,4.313999999999999,7.4565,False,False,False,False,False,UNKNOWN,0,0,-0.18493826687335968,2.1899008750915527,0.9594780206680298,0.0005,0.8474982976913452,2.004962608218193,34.778708842098084
4483,42140,15.93,6,25293.669999999936,5.7669999999999995,7.4561,False,False,False,False,False,UNKNOWN,0,0,-0.11950669437646866,2.0923895835876465,0.9259933233261108,0.0005,0.8006690144538879,1.9728828892111778,39.185763251626796
4484,42160,0.04999999999999649,25,25293.719999999936,5.277999999999999,7.294999999999999,False,False,False,False,False,UNKNOWN,0,0,0.46927499771118164,4.737069129943848,1.1160202026367188,0.0005,0.7773845791816711,5.206344127655029,42.83090502479581
4485,42160,15.940000000000001,3,25309.659999999934,6.783999999999999,7.289899999999999,False,False,False,False,False,UNKNOWN,0,0,0.46927499771118164,4.737069129943848,1.1160202026367188,0.0005,0.7773845791816711,5.206344127655029,42.83090502479581
4486,42160,0.7899999999999996,8,25310.449999999935,6.8549999999999995,7.138399999999998,False,False,False,False,False,UNKNOWN,0,0,0.46927499771118164,4.737069129943848,1.1160202026367188,0.0005,0.7773845791816711,5.206344127655029,42.83090502479581
4487,42180,16.25,10,25326.699999999935,6.885999999999998,7.136699999999999,False,False,False,False,False,UNKNOWN,0,0,-0.2449759989976883,6.31233024597168,1.2206531763076782,0.0005,0.7920583486557007,6.067354246973991,41.885434687153456
4488,42180,16.060000000000002,7,25342.759999999937,6.9879999999999995,7.142199999999998,False,False,False,False,False,UNKNOWN,0,0,-0.2449759989976883,6.31233024597168,1.2206531763076782,0.0005,0.7920583486557007,6.067354246973991,41.885434687153456
4489,42200,16.42,4,25359.179999999935,8.524,7.147099999999999,False,False,False,False,False,UNKNOWN,0,0,0.07732229679822922,33.16681671142578,1.087752103805542,0.0005,-1.4100444316864014,33.24413900822401,41.6672140372851
4490,42200,1.7599999999999993,7,25360.939999999933,8.643,7.107299999999999,False,False,False,False,False,UNKNOWN,0,0,0.07732229679822922,33.16681671142578,1.087752103805542,0.0005,-1.4100444316864014,33.24413900822401,41.6672140372851
4491,42200,0.9599999999999982,12,25361.899999999932,8.588,6.957199999999999,False,False,False,False,False,UNKNOWN,0,0,0.07732229679822922,33.16681671142578,1.087752103805542,0.0005,-1.4100444316864014,33.24413900822401,41.6672140372851
4492,42220,4.940000000000001,3,25366.83999999993,8.909999999999998,6.839899999999999,False,False,False,False,False,UNKNOWN,0,0,0.035887740552425385,8.214815139770508,1.2068150043487549,0.0005,-0.10236775875091553,8.250702880322933,96.87194419640798
4493,42220,1.4599999999999986,12,25368.29999999993,7.462999999999999,6.838500000000002,False,False,False,False,False,UNKNOWN,0,0,0.035887740552425385,8.214815139770508,1.2068150043487549,0.0005,-0.10236775875091553,8.250702880322933,96.87194419640798
4494,42220,15.97,4,25384.26999999993,9.055,6.834200000000001,False,False,False,False,False,UNKNOWN,0,0,0.035887740552425385,8.214815139770508,1.2068150043487549,0.0005,-0.10236775875091553,8.250702880322933,96.87194419640798
4495,42240,16.0,5,25400.26999999993,9.061,6.981100000000001,False,False,False,False,False,UNKNOWN,0,0,0.0016131401062011719,11.409576416015625,1.1053106784820557,0.0005,0.78155916929245,11.411189556121826,90.81701696529666
4496,42240,16.42,4,25416.68999999993,10.623999999999999,6.9811000000000005,False,False,False,False,False,UNKNOWN,0,0,0.0016131401062011719,11.409576416015625,1.1053106784820557,0.0005,0.78155916929245,11.411189556121826,90.81701696529666
4497,42260,1.5199999999999982,14,25418.20999999993,9.151,6.9927,False,False,False,False,False,UNKNOWN,0,0,-0.04622124880552292,49.37632751464844,1.1268364191055298,0.0005,-0.073738694190979,49.330106265842915,82.49448115393281
4498,42260,-0.120000000000001,11,25418.08999999993,7.5329999999999995,6.836699999999999,False,False,False,False,False,UNKNOWN,0,0,-0.04622124880552292,49.37632751464844,1.1268364191055298,0.0005,-0.073738694190979,49.330106265842915,82.49448115393281
4499,42280,16.12,9,25434.20999999993,7.503,6.843399999999999,False,False,False,False,False,UNKNOWN,0,0,-0.6064180731773376,5.394904136657715,1.2744524478912354,0.0005,0.7718182802200317,4.788486063480377,212.70140385655804
4500,42280,16.450000000000003,5,25450.65999999993,8.972,6.9897,False,False,False,False,False,UNKNOWN,0,0,-0.6064180731773376,5.394904136657715,1.2744524478912354,0.0005,0.7718182802200317,4.788486063480377,212.70140385655804
4501,42300,1.5999999999999974,20,25452.25999999993,9.036,6.9885,False,False,False,False,False,UNKNOWN,0,0,0.12418711185455322,15.489288330078125,1.035546064376831,0.0005,0.6983925700187683,15.613475441932678,218.85142195794077
4502,42320,0.7499999999999962,25,25453.00999999993,8.617,6.999200000000001,False,False,False,False,False,UNKNOWN,0,0,0.010908802971243858,2.2748818397521973,1.1850767135620117,0.0005,0.5617761611938477,2.285790642723441,217.41073034541688
4503,42340,16.8,10,25469.80999999993,10.151,7.1124,False,False,False,False,False,UNKNOWN,0,0,-0.22516806423664093,8.693883895874023,1.2544349431991577,0.0005,0.515402615070343,8.468715831637383,216.75597253282754
4504,42340,17.02,14,25486.82999999993,10.256,7.267999999999998,False,False,False,False,False,UNKNOWN,0,0,-0.22516806423664093,8.693883895874023,1.2544349431991577,0.0005,0.515402615070343,8.468715831637383,216.75597253282754
4505,42360,2.2399999999999998,8,25489.06999999993,8.879999999999999,7.2753999999999985,False,False,False,False,False,UNKNOWN,0,0,-0.21096916496753693,22.57700538635254,1.2090895175933838,0.0005,0.5717422962188721,22.366036221385002,205.1660562111566
4506,42360,4.940000000000001,3,25494.00999999993,7.731999999999999,7.310999999999999,False,False,False,False,False,UNKNOWN,0,0,-0.21096916496753693,22.57700538635254,1.2090895175933838,0.0005,0.5717422962188721,22.366036221385002,205.1660562111566
4507,42360,15.510000000000002,7,25509.519999999928,9.130999999999998,7.4589,False,False,False,False,False,UNKNOWN,0,0,-0.21096916496753693,22.57700538635254,1.2090895175933838,0.0005,0.5717422962188721,22.366036221385002,205.1660562111566
4508,42380,1.299999999999996,25,25510.819999999927,9.273,7.3023,False,False,False,False,False,UNKNOWN,0,0,-0.44799885153770447,6.102802276611328,1.182685136795044,0.0005,0.8807466626167297,5.654803425073624,199.8862769098772
4509,42400,15.940000000000001,3,25526.759999999926,9.254999999999999,7.410399999999999,False,False,False,False,False,UNKNOWN,0,0,-0.08737856149673462,2.498936414718628,1.070963740348816,0.0005,0.7513891458511353,2.4115578532218933,200.73620530426768
4510,42400,1.8799999999999994,6,25528.639999999927,7.797999999999999,7.2696,False,False,False,False,False,UNKNOWN,0,0,-0.08737856149673462,2.498936414718628,1.070963740348816,0.0005,0.7513891458511353,2.4115578532218933,200.73620530426768
4511,42420,16.619999999999997,19,25545.259999999926,9.3,7.27,False,False,False,False,False,UNKNOWN,0,0,-0.07136707007884979,9.58392333984375,1.1699306964874268,0.0005,0.6987482309341431,9.5125562697649,180.8298710426745
4512,42420,16.0,5,25561.259999999926,10.825,7.270599999999999,False,False,False,False,False,UNKNOWN,0,0,-0.07136707007884979,9.58392333984375,1.1699306964874268,0.0005,0.6987482309341431,9.5125562697649,180.8298710426745
4513,42420,15.940000000000001,3,25577.199999999924,10.738999999999999,7.421,False,False,False,False,False,UNKNOWN,0,0,-0.07136707007884979,9.58392333984375,1.1699306964874268,0.0005,0.6987482309341431,9.5125562697649,180.8298710426745
4514,42440,0.6299999999999994,6,25577.829999999925,9.1,7.2622,False,False,False,False,False,UNKNOWN,0,0,0.13068698346614838,12.781584739685059,1.1526108980178833,0.0005,0.7269792556762695,12.912271723151207,179.75993305823766
4515,42440,15.940000000000001,3,25593.769999999924,10.469999999999999,7.414400000000001,False,False,False,False,False,UNKNOWN,0,0,0.13068698346614838,12.781584739685059,1.1526108980178833,0.0005,0.7269792556762695,12.912271723151207,179.75993305823766
4516,42460,-0.530000000000002,19,25593.239999999925,9.922999999999998,7.2446,False,False,False,False,False,UNKNOWN,0,0,-0.318939745426178,3.4220619201660156,1.190001130104065,0.0005,0.8356117606163025,3.1031221747398376,179.43041693421463
4517,42460,15.700000000000001,10,25608.939999999926,9.942,7.398300000000001,False,False,False,False,False,UNKNOWN,0,0,-0.318939745426178,3.4220619201660156,1.190001130104065,0.0005,0.8356117606163025,3.1031221747398376,179.43041693421463
4518,42460,16.42,4,25625.359999999924,11.454,7.545300000000001,False,False,False,False,False,UNKNOWN,0,0,-0.318939745426178,3.4220619201660156,1.190001130104065,0.0005,0.8356117606163025,3.1031221747398376,179.43041693421463
4519,42480,1.2399999999999993,8,25626.599999999926,9.983999999999998,7.549599999999999,False,False,False,False,False,UNKNOWN,0,0,-0.35146450996398926,13.909543991088867,1.1396855115890503,0.0005,0.7839335203170776,13.558079481124878,38.95970883873697
4520,42480,1.7199999999999998,4,25628.319999999927,9.968,7.5470999999999995,False,False,False,False,False,UNKNOWN,0,0,-0.35146450996398926,13.909543991088867,1.1396855115890503,0.0005,0.7839335203170776,13.558079481124878,38.95970883873697
4521,42480,4.940000000000001,3,25633.259999999926,8.8,7.4365,False,False,False,False,False,UNKNOWN,0,0,-0.35146450996398926,13.909543991088867,1.1396855115890503,0.0005,0.7839335203170776,13.558079481124878,38.95970883873697
4522,42480,1.7199999999999998,4,25634.979999999927,7.372,7.437200000000001,False,False,False,False,False,UNKNOWN,0,0,-0.35146450996398926,13.909543991088867,1.1396855115890503,0.0005,0.7839335203170776,13.558079481124878,38.95970883873697
4523,42500,1.0799999999999996,6,25636.05999999993,5.886,7.2883000000000004,False,False,False,False,False,UNKNOWN,0,0,0.05984988808631897,18.143266677856445,1.1726137399673462,0.0005,-0.773147463798523,18.203116565942764,39.00026213396343
4524,42500,16.58,6,25652.63999999993,7.481,7.2899,False,False,False,False,False,UNKNOWN,0,0,0.05984988808631897,18.143266677856445,1.1726137399673462,0.0005,-0.773147463798523,18.203116565942764,39.00026213396343
4525,42500,0.5999999999999996,5,25653.23999999993,5.947,7.2469,False,False,False,False,False,UNKNOWN,0,0,0.05984988808631897,18.143266677856445,1.1726137399673462,0.0005,-0.773147463798523,18.203116565942764,39.00026213396343
4526,42520,1.249999999999996,25,25654.48999999993,6.125,7.2439,False,False,False,False,False,UNKNOWN,0,0,-0.0021773427724838257,10.355645179748535,1.2029521465301514,0.0005,0.7605196833610535,10.353467836976051,42.724255693243435
4527,42560,1.2499999999999958,25,25655.73999999993,4.679999999999998,7.234,False,False,False,False,False,UNKNOWN,0,0,-0.4213460385799408,0.5088589787483215,0.880451500415802,0.0005,-6.54410457611084,0.08751294016838074,44.35718897067684
4528,42560,16.42,4,25672.159999999927,4.679999999999999,7.389399999999998,False,False,False,False,False,UNKNOWN,0,0,-0.4213460385799408,0.5088589787483215,0.880451500415802,0.0005,-6.54410457611084,0.08751294016838074,44.35718897067684
4529,42580,4.719999999999999,14,25676.87999999993,5.028,7.270899999999999,False,False,False,False,False,UNKNOWN,0,0,-0.10800711810588837,15.672445297241211,0.8281087875366211,0.0005,0.5882803797721863,15.564438179135323,33.593503522619336
4530,42580,2.0799999999999996,6,25678.95999999993,5.063999999999998,7.2745,False,False,False,False,False,UNKNOWN,0,0,-0.10800711810588837,15.672445297241211,0.8281087875366211,0.0005,0.5882803797721863,15.564438179135323,33.593503522619336
4531,42580,1.7199999999999998,4,25680.67999999993,4.741999999999999,7.132000000000001,False,False,False,False,False,UNKNOWN,0,0,-0.10800711810588837,15.672445297241211,0.8281087875366211,0.0005,0.5882803797721863,15.564438179135323,33.593503522619336
4532,42580,16.58,6,25697.259999999933,6.227999999999999,7.132700000000001,False,False,False,False,False,UNKNOWN,0,0,-0.10800711810588837,15.672445297241211,0.8281087875366211,0.0005,0.5882803797721863,15.564438179135323,33.593503522619336
4533,42620,1.4999999999999958,25,25698.759999999933,6.269999999999998,6.980300000000001,False,False,False,False,False,UNKNOWN,0,0,0.14416304230690002,2.0535888671875,0.8627444505691528,0.0005,-34.69475173950195,2.1977519094944,56.99165077138731
4534,42640,2.699999999999997,20,25701.459999999934,4.881999999999998,6.987300000000001,False,False,False,False,False,UNKNOWN,0,0,-0.17581185698509216,13.020095825195312,1.0594639778137207,0.0005,0.26050347089767456,12.84428396821022,63.95928518808116
4535,42640,1.7199999999999998,4,25703.179999999935,4.993999999999998,6.837300000000002,False,False,False,False,False,UNKNOWN,0,0,-0.17581185698509216,13.020095825195312,1.0594639778137207,0.0005,0.26050347089767456,12.84428396821022,63.95928518808116
4536,42640,15.99,8,25719.169999999936,6.467999999999998,6.8382000000000005,False,False,False,False,False,UNKNOWN,0,0,-0.17581185698509216,13.020095825195312,1.0594639778137207,0.0005,0.26050347089767456,12.84428396821022,63.95928518808116
4537,42660,0.6999999999999964,25,25719.869999999937,6.412999999999999,6.680700000000002,False,False,False,False,False,UNKNOWN,0,0,-0.33216342329978943,10.949002265930176,1.0395147800445557,0.0005,0.6892026662826538,10.616838842630386,63.92352947948682
4538,42680,15.940000000000001,3,25735.809999999936,6.364999999999999,6.8210000000000015,False,False,False,False,False,UNKNOWN,0,0,-0.2851504981517792,10.428120613098145,0.8663691282272339,0.0005,-0.7195467948913574,10.142970114946365,58.27169069694416
4539,42680,1.7199999999999998,4,25737.529999999937,6.0649999999999995,6.8542000000000005,False,False,False,False,False,UNKNOWN,0,0,-0.2851504981517792,10.428120613098145,0.8663691282272339,0.0005,-0.7195467948913574,10.142970114946365,58.27169069694416
4540,42680,1.8799999999999994,6,25739.409999999938,6.044999999999998,6.7088,False,False,False,False,False,UNKNOWN,0,0,-0.2851504981517792,10.428120613098145,0.8663691282272339,0.0005,-0.7195467948913574,10.142970114946365,58.27169069694416
4541,42700,1.6499999999999977,25,25741.05999999994,6.0379999999999985,6.565899999999999,False,False,False,False,False,UNKNOWN,0,0,0.24914905428886414,11.617173194885254,0.895964503288269,0.0005,0.3923829197883606,11.866322249174118,57.57186656760308
4542,42720,0.7499999999999996,5,25741.80999999994,4.454999999999999,6.413999999999999,False,False,False,False,False,UNKNOWN,0,0,-0.09210124611854553,4.431180477142334,0.7229001522064209,0.0005,0.550287127494812,4.3390792310237885,51.61985548893948
4543,42740,1.9999999999999964,25,25743.80999999994,4.504999999999998,6.387399999999999,False,False,False,False,False,UNKNOWN,0,0,-0.22917647659778595,1.283644437789917,0.9239333868026733,0.0005,-0.18168234825134277,1.054467961192131,54.47608509395445
4544,42760,0.7999999999999958,25,25744.60999999994,4.3149999999999995,6.377299999999999,False,False,False,False,False,UNKNOWN,0,0,-0.43709683418273926,6.7501020431518555,0.7434724569320679,0.0005,0.9187106490135193,6.313005208969116,54.67599767206796
4545,42760,1.5999999999999996,5,25746.209999999937,4.302999999999999,6.381299999999999,False,False,False,False,False,UNKNOWN,0,0,-0.43709683418273926,6.7501020431518555,0.7434724569320679,0.0005,0.9187106490135193,6.313005208969116,54.67599767206796
4546,42780,1.1699999999999995,9,25747.379999999936,2.8209999999999984,6.3702999999999985,False,False,False,False,False,UNKNOWN,0,0,0.12956103682518005,11.157849311828613,0.7101953029632568,0.0005,0.22385001182556152,11.287410348653793,46.55917244517214
4547,42800,0.14999999999999702,25,25747.529999999937,2.7659999999999987,6.367799999999999,False,False,False,False,False,UNKNOWN,0,0,0.0067519815638661385,4.984097480773926,0.7168663144111633,0.0005,-3.037174701690674,4.990849462337792,43.471826292879044
4548,42820,5.779999999999998,16,25753.309999999936,1.7499999999999982,6.376599999999999,False,False,False,False,False,UNKNOWN,0,0,-0.26035061478614807,2.4689388275146484,0.6596155762672424,0.0005,0.9248049855232239,2.2085882127285004,16.598288670773684
4549,42820,16.42,4,25769.729999999934,3.219999999999999,6.376599999999997,False,False,False,False,False,UNKNOWN,0,0,-0.26035061478614807,2.4689388275146484,0.6596155762672424,0.0005,0.9248049855232239,2.2085882127285004,16.598288670773684
4550,42840,2.239999999999997,18,25771.969999999936,3.255999999999998,6.233899999999998,False,False,False,False,False,UNKNOWN,0,0,-0.3905847668647766,19.739147186279297,0.7125610709190369,0.0005,0.34619641304016113,19.34856241941452,16.586666367806277
4551,42860,1.1499999999999957,25,25773.119999999937,3.205999999999998,6.226599999999999,False,False,False,False,False,UNKNOWN,0,0,-0.02445792593061924,2.743621349334717,0.6673519611358643,0.0005,-0.6491711139678955,2.7191634234040976,27.25996318345194
4552,42860,1.7499999999999996,5,25774.869999999937,3.3059999999999983,6.189599999999998,False,False,False,False,False,UNKNOWN,0,0,-0.02445792593061924,2.743621349334717,0.6673519611358643,0.0005,-0.6491711139678955,2.7191634234040976,27.25996318345194
4553,42900,1.1499999999999957,25,25776.01999999994,3.220999999999998,6.183199999999999,False,False,False,False,False,UNKNOWN,0,0,0.0556177981197834,3.4584884643554688,0.8145538568496704,0.0005,-14.715867042541504,3.514106262475252,28.686020605660502
