episode_num,timestep,episode_reward,episode_length,cumulative_reward,moving_avg_10,moving_avg_100,conditions_read,navigation_started,zones_reached,correct_zones,treatments_applied,episode_phases,final_distances,best_distances,loss,q_value_mean,exploration_rate,target_updates,loss_variance_window
6492,129336,1.5499999999999965,25,-8711.459999999955,1.2929999999999975,2.269499999999998,True,True,False,False,False,NAVIGATE,2,1,,,0.1,103.0,0.19834262208665313
6493,129360,1.5999999999999959,25,-8709.859999999955,1.2929999999999977,2.2734999999999976,True,True,False,False,False,NAVIGATE,2,1,1.224317193031311,,0.1,103.0,0.08398700919020646
6494,129384,0.5499999999999965,25,-8709.309999999956,1.1879999999999975,2.2719999999999976,True,True,False,False,False,NAVIGATE,2,1,0.33904924988746643,,0.1,103.0,0.12876868199089753
6495,129408,0.6999999999999964,25,-8708.609999999955,1.0859999999999972,2.2669999999999972,True,True,False,False,False,NAVIGATE,2,1,0.09934549778699875,,0.1,103.0,0.04357579420069807
6496,129436,1.1999999999999966,25,-8707.409999999954,0.9859999999999968,2.1195999999999975,True,True,False,False,False,NAVIGATE,4,1,,,0.1,103.0,0.05523977954185151
6497,129460,0.5999999999999963,25,-8706.809999999954,0.7299999999999968,2.1095999999999977,True,True,False,False,False,NAVIGATE,2,1,0.07676579803228378,,0.1,103.0,0.04728908864035398
6498,129484,1.399999999999997,25,-8705.409999999954,0.8299999999999969,1.9593999999999978,True,True,False,False,False,NAVIGATE,2,1,0.16369163990020752,,0.1,103.0,0.08055924978680465
6499,129496,16.06,12,-8689.349999999955,2.475999999999997,2.1027999999999976,True,True,True,True,True,TREAT,0,0,0.024233587086200714,,0.1,103.0,0.06522137263214679
6500,129504,1.0799999999999996,6,-8688.269999999955,2.5739999999999967,2.1295999999999977,True,True,True,False,False,TREAT,4,1,,,0.1,103.0,0.06776192939717154
6501,129528,0.7999999999999967,25,-8687.469999999956,2.553999999999997,2.1240999999999977,True,True,False,False,False,NAVIGATE,3,1,0.31101325154304504,,0.1,103.0,0.018876649412566917
6502,129552,1.5999999999999965,25,-8685.869999999955,2.558999999999997,2.0878999999999976,True,True,False,False,False,NAVIGATE,3,2,0.6104913353919983,,0.1,103.0,0.06133091572334347
6503,129576,0.04999999999999649,25,-8685.819999999956,2.4039999999999973,2.0883999999999974,True,True,False,False,False,NAVIGATE,3,2,0.0314728245139122,,0.1,103.0,0.10358968269499114
6504,129580,1.7199999999999998,4,-8684.099999999957,2.5209999999999972,2.1105999999999976,True,True,True,False,False,TREAT,4,2,,,,,
6505,129608,1.8499999999999972,25,-8682.249999999956,2.635999999999998,2.1295999999999977,True,True,False,False,False,NAVIGATE,2,1,0.29800865054130554,,0.1,103.0,0.1061624938693756
6506,129632,1.5999999999999965,25,-8680.649999999956,2.6759999999999975,2.1267999999999976,True,True,False,False,False,NAVIGATE,2,1,0.11540865898132324,,0.1,103.0,0.06690053831927878
6507,129656,-0.20000000000000195,25,-8680.849999999957,2.5959999999999974,2.104799999999998,True,True,False,False,False,NAVIGATE,1,1,0.3064747750759125,,0.1,103.0,0.05090037172616459
6508,129680,1.0999999999999965,25,-8679.749999999956,2.565999999999998,2.107799999999998,True,True,False,False,False,NAVIGATE,1,1,,,,,
6509,129708,0.3499999999999972,25,-8679.399999999956,0.9949999999999977,2.1152999999999977,True,True,False,False,False,NAVIGATE,2,2,0.09592825174331665,,0.1,103.0,0.0782035352424308
6510,129732,0.19999999999999574,25,-8679.199999999955,0.9069999999999971,2.1132999999999975,True,True,False,False,False,NAVIGATE,1,1,0.08469223976135254,,0.1,103.0,0.08969354093974266
6511,129756,1.7999999999999967,25,-8677.399999999956,1.0069999999999972,2.1152999999999973,True,True,False,False,False,NAVIGATE,3,1,0.2805229127407074,,0.1,103.0,0.08022804541407154
6512,129780,2.1999999999999984,25,-8675.199999999955,1.0669999999999973,2.1172999999999975,True,True,False,False,False,NAVIGATE,1,1,,,,,
6513,129788,14.9,5,-8660.299999999956,2.5519999999999974,2.2562999999999973,True,True,True,True,True,TREAT,0,0,0.5577423572540283,,0.1,103.0,0.06077841955112421
6514,129812,0.39999999999999747,25,-8659.899999999956,2.4199999999999973,2.094499999999998,True,True,False,False,False,NAVIGATE,2,1,0.09670720249414444,,0.1,104.0,0.05640208094931336
6515,129836,0.3999999999999988,25,-8659.499999999956,2.2749999999999977,2.045899999999998,True,True,False,False,False,NAVIGATE,2,1,0.03489816188812256,,0.1,104.0,0.017134515307390817
6516,129844,2.0799999999999996,6,-8657.419999999956,2.3229999999999977,2.052699999999998,True,True,True,False,False,TREAT,4,1,,,0.1,104.0,0.017145364430781497
6517,129868,-2.6645352591003757e-15,25,-8657.419999999956,2.3429999999999973,2.028699999999998,True,True,False,False,False,NAVIGATE,2,2,0.7536808252334595,,0.1,104.0,0.020041530617416325
6518,129892,0.8999999999999966,25,-8656.519999999957,2.3229999999999977,2.016199999999998,True,True,False,False,False,NAVIGATE,2,1,0.10818484425544739,,0.1,104.0,0.21734447023996992
6519,129896,15.940000000000001,3,-8640.579999999956,3.881999999999998,2.159599999999998,True,True,True,True,True,TREAT,0,0,0.024599231779575348,,0.1,104.0,0.22091401909972133
6520,129920,1.5999999999999968,25,-8638.979999999956,4.0219999999999985,2.1619999999999977,True,True,False,False,False,NAVIGATE,2,1,,,0.1,104.0,0.14926292237437427
6521,129944,1.7999999999999967,25,-8637.179999999957,4.0219999999999985,2.1684999999999977,True,True,False,False,False,NAVIGATE,3,1,0.10200682282447815,,0.1,104.0,0.054124803353290875
6522,129972,-9.199999999999998,25,-8646.379999999957,2.881999999999999,2.0724999999999976,True,True,False,False,False,NAVIGATE,2,1,0.13754770159721375,,0.1,104.0,0.1516673902804086
6523,129996,-11.599999999999994,25,-8657.979999999958,0.2319999999999988,1.9460999999999982,True,True,False,False,False,NAVIGATE,2,1,0.08948005735874176,,0.1,104.0,0.11417051552637018
6524,130020,2.1999999999999975,25,-8655.779999999957,0.4119999999999996,1.8086999999999978,True,True,False,False,False,NAVIGATE,1,1,,,0.1,104.0,0.07049452658432936
6525,130044,2.1999999999999984,25,-8653.579999999956,0.5919999999999992,1.8166999999999975,True,True,False,False,False,NAVIGATE,1,1,0.061780158430337906,,0.1,104.0,0.04337481294992776
6526,130048,16.42,4,-8637.159999999956,2.026,1.9644999999999977,True,True,True,True,True,TREAT,0,0,0.77498859167099,,0.1,104.0,0.04518277301757237
6527,130076,1.5999999999999965,25,-8635.559999999956,2.185999999999999,1.964499999999998,True,True,False,False,False,NAVIGATE,3,2,0.7792636156082153,,0.1,104.0,0.0710080283057255
6528,130096,0.16000000000000014,22,-8635.399999999956,2.112,1.9700999999999977,True,True,True,False,False,TREAT,4,2,,,0.1,104.0,0.07238481023913866
6529,130120,1.1999999999999962,25,-8634.199999999955,0.6379999999999992,1.9580999999999977,True,True,False,False,False,NAVIGATE,2,1,0.17961445450782776,,0.1,104.0,0.04823511574589967
6530,130148,1.6499999999999957,25,-8632.549999999956,0.6429999999999993,1.9585999999999977,True,True,False,False,False,NAVIGATE,1,1,0.41946911811828613,,0.1,104.0,0.007753305426798279
6531,130172,1.5999999999999968,25,-8630.949999999955,0.6229999999999993,1.9585999999999977,True,True,False,False,False,NAVIGATE,2,1,0.13994139432907104,,0.1,104.0,0.05490008948299918
6532,130176,16.42,4,-8614.529999999955,3.184999999999999,2.0967999999999978,True,True,True,True,True,TREAT,0,0,,,0.1,104.0,0.05279061842215412
6533,130180,15.940000000000001,3,-8598.589999999955,5.938999999999998,2.095199999999998,True,True,True,True,True,TREAT,0,0,0.024604151025414467,,0.1,104.0,0.05756606872352039
6534,130204,-8.399999999999997,25,-8606.989999999954,4.878999999999999,1.9931999999999974,True,True,False,False,False,NAVIGATE,1,1,0.13635560870170593,,0.1,104.0,0.005064829286469128
6535,130228,0.09999999999999676,25,-8606.889999999954,4.668999999999999,1.9901999999999982,True,True,False,False,False,NAVIGATE,2,1,0.5115275382995605,,0.1,104.0,0.033559295907141795
6536,130252,0.5999999999999959,25,-8606.289999999954,3.0869999999999984,1.9941999999999975,True,True,False,False,False,NAVIGATE,2,1,,,,,
6537,130280,1.1499999999999955,25,-8605.139999999954,3.0419999999999976,1.9836999999999978,True,True,False,False,False,NAVIGATE,2,1,0.15069988369941711,,0.1,104.0,0.04178552216015109
6538,130304,0.3499999999999961,25,-8604.789999999954,3.0609999999999977,1.969699999999998,True,True,True,False,False,TREAT,4,2,0.04517681896686554,,0.1,104.0,0.05334618685365113
6539,130328,-0.40000000000000147,25,-8605.189999999953,2.900999999999997,1.9416999999999982,True,True,False,False,False,NAVIGATE,2,1,0.3930172920227051,,0.1,104.0,0.14562735338245955
6540,130352,1.9999999999999964,25,-8603.189999999953,2.935999999999998,1.963699999999998,True,True,False,False,False,NAVIGATE,3,1,,,,,
6541,130360,1.0399999999999987,8,-8602.149999999952,2.879999999999998,1.9885999999999981,True,True,True,False,True,TREAT,4,2,0.46323341131210327,,0.1,104.0,0.03220775669244657
6542,130388,2.3999999999999977,25,-8599.749999999953,1.477999999999998,1.996599999999998,True,True,False,False,False,NAVIGATE,1,1,0.1485627442598343,,0.1,104.0,0.06816169232576205
6543,130412,0.7499999999999958,25,-8598.999999999953,-0.04100000000000266,1.9885999999999981,True,True,False,False,False,NAVIGATE,1,1,0.11798858642578125,,0.1,104.0,0.03680851807386193
6544,130436,-1.200000000000002,25,-8600.199999999953,0.6789999999999969,1.9845999999999981,True,True,False,False,False,NAVIGATE,2,1,,,0.1,104.0,0.027240825949251608
6545,130444,1.8799999999999994,6,-8598.319999999954,0.8569999999999972,1.983699999999998,True,True,True,False,False,TREAT,4,2,0.0790628045797348,,0.1,104.0,0.02637008296986333
6546,130468,1.3999999999999968,25,-8596.919999999955,0.9369999999999973,1.9916999999999982,True,True,False,False,False,NAVIGATE,2,1,0.7245122194290161,,0.1,104.0,0.08169889201587749
6547,130492,-2.6645352591003757e-15,25,-8596.919999999955,0.8219999999999974,1.9716999999999982,True,True,True,False,False,TREAT,4,1,0.10746407508850098,,0.1,104.0,0.0903385787417516
6548,130516,2.25,25,-8594.669999999955,1.011999999999998,2.002699999999998,True,True,False,False,False,NAVIGATE,1,1,,,,,
6549,130524,16.509999999999998,7,-8578.159999999954,2.702999999999998,2.140299999999998,True,True,True,True,True,TREAT,0,0,0.0829533189535141,,0.1,104.0,0.09036293701294289
6550,130528,15.940000000000001,3,-8562.219999999954,4.096999999999999,2.281699999999998,True,True,True,True,True,TREAT,0,0,0.7635968923568726,,0.1,104.0,0.08297898806669429
6551,130552,0.8499999999999972,25,-8561.369999999954,4.077999999999998,2.2661999999999978,True,True,False,False,False,NAVIGATE,3,2,0.09351814538240433,,0.1,104.0,0.09358780214027344
6552,130572,2.5199999999999974,19,-8558.849999999953,4.089999999999998,2.1319999999999983,True,True,True,False,False,TREAT,4,1,,,0.1,104.0,0.09068293527330737
6553,130576,1.7199999999999998,4,-8557.129999999954,4.1869999999999985,2.131199999999998,True,True,True,False,False,TREAT,4,2,0.061125703155994415,,0.1,104.0,0.08685924168122124
6554,130600,1.1999999999999968,25,-8555.929999999953,4.426999999999999,2.143199999999998,True,True,False,False,False,NAVIGATE,2,2,0.611197829246521,,0.1,104.0,0.08324667314468102
6555,130624,1.1499999999999966,25,-8554.779999999953,4.353999999999997,2.154699999999998,True,True,False,False,False,NAVIGATE,1,1,0.1204991415143013,,0.1,104.0,0.03934618125185681
6556,130640,1.469999999999998,14,-8553.309999999954,4.360999999999999,2.1733999999999982,True,True,True,False,False,TREAT,4,2,,,0.1,104.0,0.05010784975135526
6557,130664,-0.05000000000000249,25,-8553.359999999953,4.355999999999998,2.162899999999998,True,True,False,False,False,NAVIGATE,3,2,0.11920993775129318,,0.1,104.0,0.03345565051167186
6558,130688,1.3999999999999966,25,-8551.959999999954,4.270999999999999,2.1588999999999983,True,True,False,False,False,NAVIGATE,2,1,0.6569578051567078,,0.1,104.0,0.05254633214049942
6559,130692,15.940000000000001,3,-8536.019999999953,4.213999999999998,2.303299999999998,True,True,True,True,True,TREAT,0,0,0.06486175209283829,,0.1,104.0,0.067707830534219
6560,130700,15.38,6,-8520.639999999954,4.157999999999999,2.435099999999998,True,True,True,True,True,TREAT,0,0,,,0.1,104.0,0.0681181478852184
6561,130724,1.0999999999999963,25,-8519.539999999954,4.182999999999998,2.454099999999998,True,True,False,False,False,NAVIGATE,3,1,0.05232827365398407,,0.1,104.0,0.14384339008421337
6562,130748,1.6999999999999964,25,-8517.839999999953,4.100999999999997,2.4538999999999977,True,True,False,False,False,NAVIGATE,1,1,0.47378572821617126,,0.1,104.0,0.11778698630621283
6563,130772,-3.7,25,-8521.539999999954,3.5589999999999975,2.404899999999998,True,True,False,False,False,NAVIGATE,2,1,0.28264790773391724,,0.1,104.0,0.08744779078676548
6564,130776,5.42,4,-8516.119999999954,3.980999999999998,2.440299999999998,True,True,True,True,False,TREAT,0,0,,,,,
6565,130804,1.1999999999999968,25,-8514.919999999953,3.985999999999998,2.441299999999998,True,True,False,False,False,NAVIGATE,2,2,0.09165238589048386,,0.1,104.0,0.06273487249631997
6566,130828,1.3999999999999968,25,-8513.519999999953,3.978999999999998,2.295899999999998,True,True,False,False,False,NAVIGATE,2,1,0.06888574361801147,,0.1,104.0,0.055040971619866666
6567,130852,2.3999999999999977,25,-8511.119999999954,4.223999999999998,2.309399999999998,True,True,False,False,False,NAVIGATE,1,1,1.1356666088104248,,0.1,104.0,0.1008178327610375
6568,130876,1.1999999999999973,25,-8509.919999999953,4.203999999999998,2.3183999999999982,True,True,False,False,False,NAVIGATE,2,2,,,,,
6569,130904,0.09999999999999676,25,-8509.819999999952,2.619999999999998,2.307399999999998,True,True,False,False,False,NAVIGATE,1,1,1.3707383871078491,,0.1,104.0,0.04533760874730992
6570,130928,1.599999999999997,25,-8508.219999999952,1.2419999999999973,2.3223999999999982,True,True,False,False,False,NAVIGATE,3,2,0.15379130840301514,,0.1,104.0,0.1453965123697355
6571,130952,0.399999999999997,25,-8507.819999999952,1.1719999999999975,2.3208999999999977,True,True,False,False,False,NAVIGATE,2,1,0.1036142036318779,,0.1,104.0,0.0358476333755811
6572,130972,1.1299999999999968,21,-8506.689999999953,1.1149999999999978,2.3576999999999977,True,True,True,False,False,TREAT,4,2,,,,,
6573,130980,16.130000000000003,6,-8490.559999999954,3.097999999999998,2.5194999999999976,True,True,True,True,True,TREAT,0,0,0.08328460156917572,,0.1,104.0,0.05860891632778233
6574,131004,1.3999999999999968,25,-8489.159999999954,2.695999999999998,2.542999999999998,True,True,False,False,False,NAVIGATE,2,1,0.15292540192604065,,0.1,105.0,0.060000927121838424
6575,131028,2.5999999999999988,25,-8486.559999999954,2.8359999999999976,2.5417999999999976,True,True,False,False,False,NAVIGATE,2,1,0.532724142074585,,0.1,105.0,0.038483615041318316
6576,131056,1.1999999999999968,25,-8485.359999999953,2.815999999999998,2.565299999999998,True,True,False,False,False,NAVIGATE,2,2,,,0.1,105.0,0.04328217319018837
6577,131060,16.42,4,-8468.939999999953,4.217999999999998,2.740999999999998,True,True,True,True,True,TREAT,0,0,0.6158915162086487,,0.1,105.0,0.047928529057875834
6578,131084,0.7999999999999967,25,-8468.139999999954,4.177999999999999,2.5899999999999976,True,True,False,False,False,NAVIGATE,3,1,0.14766915142536163,,0.1,105.0,0.05495351260249867
6579,131088,1.5999999999999996,5,-8466.539999999954,4.327999999999998,2.593999999999998,True,True,True,False,False,TREAT,4,1,0.2214445173740387,,0.1,105.0,0.05304689343212569
6580,131112,0.19999999999999685,25,-8466.339999999953,4.187999999999999,2.592999999999998,True,True,False,False,False,NAVIGATE,2,1,,,,,
6581,131140,0.5499999999999987,25,-8465.789999999954,4.202999999999998,2.587499999999998,True,True,False,False,False,NAVIGATE,2,2,0.8070952892303467,,0.1,105.0,0.14259416380461243
6582,131164,-8.799999999999999,25,-8474.589999999953,3.2099999999999995,2.497999999999998,True,True,False,False,False,NAVIGATE,1,1,0.08075453341007233,,0.1,105.0,0.2063960090675728
6583,131188,1.1999999999999966,25,-8473.389999999952,1.7169999999999983,2.4939999999999976,True,True,False,False,False,NAVIGATE,4,1,0.7011683583259583,,0.1,105.0,0.05946043410275267
6584,131212,0.7999999999999967,25,-8472.589999999953,1.6569999999999987,2.4859999999999975,True,True,False,False,False,NAVIGATE,3,1,,,,,
6585,131240,2.3999999999999977,25,-8470.189999999953,1.636999999999998,2.4927999999999977,True,True,False,False,False,NAVIGATE,2,2,0.03533667325973511,,0.1,105.0,0.15419023755570532
6586,131244,15.420000000000002,4,-8454.769999999953,3.058999999999999,2.624999999999998,True,True,True,True,True,TREAT,0,0,0.03012283891439438,,0.1,105.0,0.15712366526832663
6587,131268,-10.799999999999997,25,-8465.569999999952,0.33699999999999886,2.485399999999998,True,True,False,False,False,NAVIGATE,1,1,0.3538300096988678,,0.1,105.0,0.1151433156274495
6588,131276,16.060000000000002,7,-8449.509999999953,1.8629999999999995,2.641999999999998,True,True,True,True,True,TREAT,0,0,,,0.1,105.0,0.1051613293748429
6589,131300,-0.8000000000000029,25,-8450.309999999952,1.6229999999999989,2.6379999999999977,True,True,False,False,False,NAVIGATE,2,1,0.6039068102836609,,0.1,105.0,0.0476623084255455
6590,131324,1.2999999999999963,25,-8449.009999999953,1.7329999999999992,2.6499999999999977,True,True,False,False,False,NAVIGATE,3,1,1.333315372467041,,0.1,105.0,0.15040567283651693
6591,131348,1.1999999999999966,25,-8447.809999999952,1.7979999999999987,2.6519999999999984,True,True,False,False,False,NAVIGATE,2,2,0.1435198187828064,,0.1,105.0,0.24239684431204656
6592,131356,16.58,6,-8431.229999999952,4.3359999999999985,2.802299999999998,True,True,True,True,True,TREAT,0,0,,,0.1,105.0,0.1472578841530942
6593,131380,1.2499999999999971,25,-8429.979999999952,4.340999999999999,2.798799999999998,True,True,False,False,False,NAVIGATE,3,1,0.6083171963691711,,0.1,105.0,0.04161293716066431
6594,131404,0.399999999999997,25,-8429.579999999953,4.300999999999999,2.797299999999998,True,True,False,False,False,NAVIGATE,2,1,0.8512648344039917,,0.1,105.0,0.05795116591592343
6595,131424,16.2,20,-8413.379999999952,5.680999999999999,2.952299999999998,True,True,True,True,True,TREAT,0,0,0.03485832363367081,,0.1,105.0,0.06631866951646873
6596,131452,-9.399999999999999,25,-8422.779999999952,3.198999999999999,2.846299999999998,True,True,True,False,True,TREAT,4,1,,,0.1,105.0,0.10263664614276154
6597,131476,-2.6645352591003757e-15,25,-8422.779999999952,4.278999999999998,2.840299999999998,True,True,True,False,False,TREAT,4,1,0.1083495169878006,,0.1,105.0,0.11176851019262046
6598,131500,0.8999999999999966,25,-8421.879999999952,2.7629999999999972,2.8352999999999984,True,True,False,False,False,NAVIGATE,5,2,0.031626515090465546,,0.1,105.0,0.04520360322948431
6599,131524,0.9999999999999971,25,-8420.879999999952,2.9429999999999974,2.684699999999998,True,True,False,False,False,NAVIGATE,1,1,0.14687025547027588,,0.1,105.0,0.12619319919398997
6600,131552,0.549999999999996,25,-8420.329999999953,2.8679999999999977,2.6793999999999984,True,True,False,False,False,NAVIGATE,1,1,,,0.1,105.0,0.12127173731184779
6601,131576,1.5999999999999965,25,-8418.729999999952,2.907999999999998,2.6873999999999985,True,True,False,False,False,NAVIGATE,3,2,0.7936058044433594,,0.1,105.0,0.11298427318709502
6602,131600,1.1999999999999968,25,-8417.529999999952,1.3699999999999977,2.6833999999999985,True,True,False,False,False,NAVIGATE,1,1,0.14564120769500732,,0.1,105.0,0.0649151789525248
6603,131624,1.3999999999999981,25,-8416.129999999952,1.3849999999999978,2.696899999999998,True,True,False,False,False,NAVIGATE,2,1,0.0912909284234047,,0.1,105.0,0.059452516952482624
6604,131652,1.1999999999999968,25,-8414.929999999951,1.4649999999999979,2.6916999999999978,True,True,False,False,False,NAVIGATE,2,2,,,0.1,105.0,0.020410450659702976
6605,131676,-0.8000000000000014,25,-8415.72999999995,-0.2350000000000026,2.6651999999999973,True,True,False,False,False,NAVIGATE,3,2,0.041090719401836395,,0.1,105.0,0.026190153944842354
6606,131700,2.3999999999999977,25,-8413.32999999995,0.9449999999999971,2.673199999999998,True,True,False,False,False,NAVIGATE,1,1,0.12903182208538055,,0.1,105.0,0.0022264908209937984
6607,131724,1.0499999999999958,25,-8412.279999999952,1.049999999999997,2.6856999999999984,True,True,False,False,False,NAVIGATE,2,1,0.03768263757228851,,0.1,105.0,0.0007679937513740637
6608,131752,2.049999999999997,25,-8410.229999999952,1.1649999999999971,2.695199999999998,True,True,False,False,False,NAVIGATE,2,1,,,0.1,105.0,0.04649048663408469
6609,131776,-0.400000000000001,25,-8410.629999999952,1.0249999999999972,2.6876999999999986,True,True,False,False,False,NAVIGATE,2,1,0.5253804922103882,,0.1,105.0,0.12776084402460772
6610,131800,1.1999999999999968,25,-8409.429999999951,1.0899999999999976,2.697699999999999,True,True,False,False,False,NAVIGATE,2,1,0.6727386713027954,,0.1,105.0,0.20395776636240762
6611,131824,-2.8000000000000007,25,-8412.22999999995,0.6499999999999977,2.6516999999999986,True,True,False,False,False,NAVIGATE,3,1,0.14048409461975098,,0.1,105.0,0.042977116057898425
6612,131852,1.9999999999999967,25,-8410.22999999995,0.7299999999999975,2.649699999999998,True,True,False,False,False,NAVIGATE,1,1,,,0.1,105.0,0.07818952001687846
6613,131876,1.9499999999999973,25,-8408.27999999995,0.7849999999999976,2.5201999999999978,True,True,False,False,False,NAVIGATE,2,1,0.0542679987847805,,0.1,105.0,0.1218213059632485
6614,131900,1.099999999999996,25,-8407.17999999995,0.7749999999999975,2.527199999999998,True,True,False,False,False,NAVIGATE,2,1,0.13225334882736206,,0.1,105.0,0.08365374223734288
6615,131924,1.1499999999999961,25,-8406.02999999995,0.9699999999999973,2.534699999999998,True,True,False,False,False,NAVIGATE,2,1,0.7352567315101624,,0.1,105.0,0.13607762039576562
6616,131932,1.5599999999999996,7,-8404.46999999995,0.8859999999999975,2.5294999999999983,True,True,True,False,False,TREAT,4,1,,,0.1,105.0,0.13976743398561048
6617,131956,-0.9999999999999996,25,-8405.46999999995,0.6809999999999979,2.519499999999998,True,True,False,False,False,NAVIGATE,2,2,0.1122153252363205,,0.1,105.0,0.08088594530569014
6618,131984,-0.25000000000000155,25,-8405.71999999995,0.450999999999998,2.5079999999999982,True,True,False,False,False,NAVIGATE,2,2,0.14148324728012085,,0.1,105.0,0.05307369406112963
6619,132008,-6.499999999999998,25,-8412.21999999995,-0.15900000000000175,2.283599999999998,True,True,False,False,False,NAVIGATE,1,1,0.05121171846985817,,0.1,105.0,0.20830988659446534
6620,132032,0.6499999999999961,25,-8411.56999999995,-0.21400000000000183,2.274099999999998,True,True,False,False,False,NAVIGATE,1,1,,,0.1,105.0,0.1934500061555773
6621,132056,2.349999999999997,25,-8409.21999999995,0.30099999999999794,2.279599999999998,True,True,False,False,False,NAVIGATE,1,1,0.15057887136936188,,0.1,105.0,0.07303007608526592
6622,132084,1.5999999999999965,25,-8407.61999999995,0.26099999999999796,2.3875999999999977,True,True,False,False,False,NAVIGATE,2,1,0.16396133601665497,,0.1,105.0,0.13976142230347488
6623,132108,-0.8000000000000014,25,-8408.41999999995,-0.014000000000001988,2.495599999999998,True,True,False,False,False,NAVIGATE,2,2,0.6731791496276855,,0.1,105.0,0.15662952601446437
6624,132132,-0.6500000000000017,25,-8409.069999999949,-0.18900000000000175,2.4670999999999976,True,True,False,False,False,NAVIGATE,2,1,,,0.1,105.0,0.1894165246302903
6625,132156,0.7999999999999967,25,-8408.26999999995,-0.22400000000000161,2.453099999999998,True,True,False,False,False,NAVIGATE,3,1,0.6890942454338074,,0.1,105.0,0.03109204922446138
6626,132184,-2.600000000000001,25,-8410.86999999995,-0.6400000000000017,2.2628999999999975,True,True,False,False,False,NAVIGATE,1,1,0.25649696588516235,,0.1,105.0,0.040207641058527394
6627,132208,1.1999999999999955,25,-8409.66999999995,-0.42000000000000226,2.2588999999999975,True,True,False,False,False,NAVIGATE,1,1,0.05609584599733353,,0.1,106.0,0.03841393219105752
6628,132212,1.7199999999999998,4,-8407.94999999995,-0.22300000000000209,2.274499999999998,True,True,True,False,False,TREAT,4,2,,,0.1,106.0,0.036417945559424736
6629,132236,-0.5500000000000027,25,-8408.499999999949,0.3719999999999975,2.256999999999998,True,True,False,False,False,NAVIGATE,1,1,0.08503618836402893,,0.1,106.0,0.12780297368300006
6630,132260,-10.999999999999996,25,-8419.499999999949,-0.7930000000000017,2.1304999999999974,True,True,False,False,False,NAVIGATE,1,1,0.6375477313995361,,0.1,106.0,0.09958649017565759
6631,132272,-0.3200000000000003,11,-8419.819999999949,-1.0600000000000016,2.111299999999998,True,True,True,False,False,TREAT,4,1,0.1588263362646103,,0.1,106.0,0.1250169075268032
6632,132296,0.6499999999999959,25,-8419.16999999995,-1.1550000000000016,1.9535999999999982,True,True,False,False,False,NAVIGATE,1,1,,,,,
6633,132324,0.7999999999999972,25,-8418.36999999995,-0.9950000000000017,1.802199999999998,True,True,False,False,False,NAVIGATE,3,1,0.020354963839054108,,0.1,106.0,0.13257470438976432
6634,132336,1.5599999999999987,12,-8416.80999999995,-0.7740000000000016,1.9017999999999977,True,True,True,False,False,TREAT,4,1,0.7665853500366211,,0.1,106.0,0.09804567106994977
6635,132360,1.5499999999999974,25,-8415.259999999951,-0.6990000000000016,1.9162999999999983,True,True,False,False,False,NAVIGATE,1,1,1.6083641052246094,,0.1,106.0,0.07331704498473401
6636,132384,0.6999999999999964,25,-8414.55999999995,-0.3690000000000017,1.9172999999999984,True,True,False,False,False,NAVIGATE,2,1,,,0.1,106.0,0.2486844869303097
6637,132408,1.4999999999999958,25,-8413.05999999995,-0.3390000000000019,1.920799999999998,True,True,False,False,False,NAVIGATE,2,1,0.15207932889461517,,0.1,106.0,0.06907514837605475
6638,132420,1.229999999999999,11,-8411.82999999995,-0.3880000000000018,1.929599999999998,True,True,True,False,False,TREAT,4,1,0.6080789566040039,,0.1,106.0,0.0432005409846107
6639,132424,16.42,4,-8395.40999999995,1.3089999999999984,2.097799999999998,True,True,True,True,True,TREAT,0,0,0.04062371328473091,,0.1,106.0,0.05636387355518865
6640,132448,2.099999999999998,25,-8393.30999999995,2.618999999999998,2.098799999999998,True,True,False,False,False,NAVIGATE,1,1,,,,,
6641,132464,1.0299999999999994,16,-8392.27999999995,2.753999999999998,2.098699999999998,True,True,True,False,False,TREAT,4,1,0.12495040148496628,,0.1,106.0,0.07660052582226676
6642,132492,0.19999999999999574,25,-8392.079999999949,2.7089999999999974,2.076699999999998,True,True,False,False,False,NAVIGATE,2,2,0.034332260489463806,,0.1,106.0,0.03441414294311741
6643,132516,0.7999999999999967,25,-8391.27999999995,2.7089999999999983,2.0771999999999977,True,True,False,False,False,NAVIGATE,3,1,0.18398894369602203,,0.1,106.0,0.0011404346173145698
6644,132540,0.9499999999999968,25,-8390.329999999949,2.6479999999999975,2.098699999999998,True,True,False,False,False,NAVIGATE,2,1,,,0.1,106.0,0.08758727224472206
6645,132564,-1.4000000000000026,25,-8391.729999999949,2.3529999999999975,2.0658999999999974,True,True,False,False,False,NAVIGATE,1,1,0.44118019938468933,,0.1,106.0,0.4570977504300458
6646,132592,1.6499999999999955,25,-8390.079999999949,2.4479999999999977,2.068399999999998,True,True,False,False,False,NAVIGATE,1,1,0.05114714801311493,,0.1,106.0,0.3890957812556896
6647,132616,1.5999999999999965,25,-8388.479999999949,2.457999999999998,2.084399999999998,True,True,False,False,False,NAVIGATE,3,1,0.16689029335975647,,0.1,106.0,0.1045182459323436
6648,132620,16.42,4,-8372.059999999949,3.976999999999998,2.226099999999998,True,True,True,True,True,TREAT,0,0,,,0.1,106.0,0.09863540588316005
