episode_num,timestep,episode_reward,episode_length,cumulative_reward,moving_avg_10,moving_avg_100,conditions_read,navigation_started,zones_reached,correct_zones,treatments_applied,episode_phases,final_distances,best_distances,loss,q_value_mean,exploration_rate,target_updates,loss_variance_window
1725,35684,-5.800000000000002,25,-9994.060000000009,-3.782,-2.504599999999999,True,True,False,False,False,NAVIGATE,3,1,0.31166553497314453,,0.7430752,25.0,0.05085372493374469
1726,35688,1.7199999999999998,4,-9992.34000000001,-2.6900000000000004,-2.6323999999999987,True,True,True,False,False,TREAT,4,2,0.06441623717546463,,0.7430464,25.0,0.04784160976138233
1727,35704,11.38,16,-9980.96000000001,-0.842,-2.488999999999999,True,True,True,True,True,TREAT,0,0,0.5255799293518066,,0.7429311999999999,25.0,0.048544601157022416
1728,35720,10.700000000000001,15,-9970.26000000001,0.8849999999999996,-2.4001999999999994,True,True,True,True,True,TREAT,0,0,,,0.7428159999999999,25.0,0.03729814555055345
1729,35744,-7.200000000000001,25,-9977.46000000001,0.3539999999999999,-2.615599999999999,True,True,False,False,False,NAVIGATE,5,1,0.25138819217681885,,0.7426432000000001,25.0,0.07919232310964086
1730,35756,-3.0400000000000005,12,-9980.500000000011,-1.1080000000000005,-2.5774999999999992,True,True,True,False,True,TREAT,4,1,0.08410485088825226,,0.7425567999999999,25.0,0.0653582048324633
1731,35764,14.860000000000001,7,-9965.64000000001,0.34899999999999987,-2.5321999999999996,True,True,True,True,True,TREAT,0,0,0.4834207594394684,,0.7424992000000001,25.0,0.05677751680196055
1732,35776,-1.3600000000000003,13,-9967.000000000011,0.8829999999999995,-2.5899999999999994,True,True,True,False,False,TREAT,4,1,,,0.7424128,25.0,0.03762934589783865
1733,35800,-4.98,24,-9971.98000000001,1.03,-2.6835999999999998,True,True,True,False,False,TREAT,4,1,0.30495429039001465,,0.74224,25.0,0.024560275456816334
1734,35824,-6.4,25,-9978.38000000001,0.9879999999999998,-2.734599999999999,True,True,False,False,False,NAVIGATE,2,2,0.13321031630039215,,0.7420672,25.0,0.018906827006996155
1735,35852,-6.600000000000001,25,-9984.98000000001,0.908,-2.7703999999999995,True,True,False,False,False,NAVIGATE,1,1,0.09567755460739136,,0.7418656,25.0,0.04171106519895028
1736,35856,14.9,5,-9970.08000000001,2.226,-2.5579,True,True,True,True,True,TREAT,0,0,,,0.7418368,25.0,0.038666372447428106
1737,35880,-5.75,25,-9975.83000000001,0.5129999999999997,-2.4993999999999996,True,True,False,False,False,NAVIGATE,1,1,0.08574381470680237,,0.7416640000000001,25.0,0.03548350786804754
1738,35896,0.8000000000000003,15,-9975.030000000012,-0.4770000000000003,-2.5199999999999996,True,True,True,True,False,TREAT,0,0,0.0986221507191658,,0.7415488000000001,25.0,0.018584097779174285
1739,35920,-5.9,25,-9980.930000000011,-0.3470000000000002,-2.5603999999999996,True,True,False,False,False,NAVIGATE,2,1,0.5851993560791016,,0.7413759999999999,25.0,0.019883919080525524
1740,35944,-0.8900000000000001,22,-9981.82000000001,-0.13200000000000017,-2.5072999999999994,True,True,True,True,False,TREAT,0,0,,,0.7412032,25.0,0.0196509555726914
1741,35968,-7.5,25,-9989.32000000001,-2.3680000000000003,-2.5951999999999997,True,True,False,False,False,NAVIGATE,1,1,0.06467591226100922,,0.7410304,25.0,0.0450090348993856
1742,35980,14.18,11,-9975.14000000001,-0.8140000000000001,-2.591999999999999,True,True,True,True,True,TREAT,0,0,0.7409282922744751,,0.7409439999999998,25.0,0.07567129315136743
1743,35992,-1.8500000000000005,15,-9976.99000000001,-0.5010000000000004,-2.5309999999999993,True,True,True,False,False,TREAT,4,1,0.10068066418170929,,0.7408576,25.0,0.08008476635886516
1744,36020,-5.6,25,-9982.590000000011,-0.42100000000000015,-2.4369999999999994,True,True,False,False,False,NAVIGATE,3,1,,,0.740656,25.0,0.04211248501427387
1745,36028,0.31999999999999984,9,-9982.270000000011,0.27099999999999985,-2.4536,True,True,True,False,False,TREAT,4,2,0.03743567317724228,,0.7405983999999999,25.0,0.027696686128839916
1746,36052,-11.049999999999997,25,-9993.32000000001,-2.324,-2.6087999999999996,True,True,False,False,False,NAVIGATE,2,1,0.12701258063316345,,0.7404256,25.0,0.03086642715090991
1747,36076,-7.050000000000001,25,-10000.37000000001,-2.4539999999999997,-2.6152999999999995,True,True,True,False,False,TREAT,4,1,0.1380879282951355,,0.7402527999999999,25.0,0.01850235932652506
1748,36104,-10.399999999999999,25,-10010.77000000001,-3.5739999999999994,-2.6622999999999997,True,True,False,False,False,NAVIGATE,3,2,,,0.7400512,25.0,0.014176771447360606
1749,36108,5.42,4,-10005.35000000001,-2.4419999999999993,-2.7622999999999998,True,True,True,True,False,TREAT,0,0,0.07396173477172852,,0.7400224,25.0,0.015738633982621947
1750,36124,-4.430000000000001,19,-10009.78000000001,-2.7959999999999994,-2.735099999999999,True,True,True,False,False,TREAT,4,2,0.11520345509052277,,0.7399072,25.0,0.052264136710478346
1751,36152,-6.199999999999999,25,-10015.98000000001,-2.666,-2.6970999999999994,True,True,False,False,False,NAVIGATE,1,1,0.054882604628801346,,0.7397056000000001,25.0,0.04496097078642534
1752,36176,-9.299999999999999,25,-10025.28000000001,-5.014,-2.8290999999999995,True,True,False,False,False,NAVIGATE,2,1,,,0.7395328000000001,25.0,0.021538204693892934
1753,36184,-0.8400000000000003,7,-10026.12000000001,-4.912999999999999,-2.8366999999999996,True,True,True,False,True,TREAT,4,2,0.5929030179977417,,0.7394752,25.0,0.021273576461474476
1754,36208,-6.4,25,-10032.52000000001,-4.993,-2.9500999999999995,True,True,False,False,False,NAVIGATE,2,2,0.06258489936590195,,0.7393024000000001,26.0,0.037685649317671786
1755,36232,-8.6,25,-10041.12000000001,-5.885,-2.9840999999999998,True,True,False,False,False,NAVIGATE,1,1,0.08450015634298325,,0.7391296,26.0,0.006278055110212899
1756,36252,-1.859999999999998,18,-10042.98000000001,-4.966,-3.0304999999999995,True,True,True,True,False,TREAT,0,0,,,0.7389855999999999,26.0,0.15961728897280322
1757,36276,-6.550000000000001,25,-10049.53000000001,-4.9159999999999995,-2.9859999999999998,True,True,False,False,False,NAVIGATE,2,1,0.5130921006202698,,0.7388128,26.0,0.16567538288536
1758,36300,-6.250000000000002,25,-10055.78000000001,-4.5009999999999994,-3.0091,True,True,False,False,False,NAVIGATE,4,2,0.13080616295337677,,0.73864,26.0,0.0331639590993382
1759,36324,-2.2600000000000002,23,-10058.04000000001,-5.268999999999999,-2.9607,True,True,True,True,False,TREAT,0,0,0.27028387784957886,,0.7384672000000001,26.0,0.033167934134128704
1760,36348,-9.949999999999998,25,-10067.99000000001,-5.821,-3.0505999999999993,True,True,False,False,False,NAVIGATE,2,1,,,0.7382944,26.0,0.027918091200271843
1761,36364,13.68,16,-10054.31000000001,-3.8329999999999997,-2.8952999999999998,True,True,True,True,True,TREAT,0,0,0.0794515386223793,,0.7381791999999999,26.0,0.01636128215441259
1762,36388,11.86,22,-10042.45000000001,-1.7169999999999994,-2.699199999999999,True,True,True,True,True,TREAT,0,0,0.8351308107376099,,0.7380064,26.0,0.021794387898175546
1763,36388,4.940000000000001,3,-10037.51000000001,-1.1389999999999998,-2.4997999999999996,True,True,True,True,False,TREAT,0,0,0.8351308107376099,,0.7380064,26.0,0.021794387898175546
1764,36400,1.85,10,-10035.660000000009,-0.3139999999999995,-2.4839,True,True,True,True,False,TREAT,0,0,,,0.7379200000000001,26.0,0.05167910403604627
1765,36412,-2.9600000000000004,13,-10038.620000000008,0.24999999999999986,-2.5126999999999997,True,True,True,False,False,TREAT,4,2,0.21102917194366455,,0.7378336,26.0,0.05651327945688901
1766,36428,-1.9900000000000002,17,-10040.610000000008,0.23699999999999993,-2.4516,True,True,True,False,False,TREAT,4,1,0.07174091041088104,,0.7377183999999999,26.0,0.06221171107941667
1767,36456,-6.400000000000001,25,-10047.010000000007,0.25200000000000006,-2.4671000000000003,True,True,False,False,False,NAVIGATE,1,1,0.17367854714393616,,0.7375168000000001,26.0,0.044250922010654184
1768,36460,3.8600000000000008,7,-10043.150000000007,1.2630000000000001,-2.4185,True,True,True,True,False,TREAT,0,0,,,,,
1769,36468,13.34,8,-10029.810000000007,2.8230000000000004,-2.1910999999999996,True,True,True,True,True,TREAT,0,0,0.040118664503097534,,0.7374304,26.0,0.04079931773977872
1770,36492,9.98,21,-10019.830000000007,4.816,-2.0519,True,True,True,True,True,TREAT,0,0,0.7847464084625244,,0.7372576,26.0,0.041518198449117985
1771,36496,0.1599999999999997,7,-10019.670000000007,3.464,-1.9792999999999998,True,True,True,False,False,TREAT,4,2,0.058946870267391205,,0.7372288,26.0,0.06255227666513807
1772,36508,2.3700000000000006,9,-10017.300000000007,2.515,-2.0734,True,True,True,True,False,TREAT,0,0,,,0.7371424000000001,26.0,0.057480313893102944
1773,36512,3.9,5,-10013.400000000007,2.411,-1.9478999999999997,True,True,True,True,False,TREAT,0,0,0.04800514504313469,,0.7371136,26.0,0.05880517852419049
1774,36516,3.9,5,-10009.500000000007,2.6159999999999997,-1.8940999999999997,True,True,True,True,False,TREAT,0,0,0.08226002752780914,,0.7370848000000001,26.0,0.04634800204207736
1775,36528,-1.9200000000000004,11,-10011.420000000007,2.7199999999999998,-1.8726999999999996,True,True,True,False,False,TREAT,4,2,0.38539987802505493,,0.7369983999999999,26.0,0.046354428346882845
1776,36536,3.8600000000000008,7,-10007.560000000007,3.3049999999999997,-1.780599999999999,True,True,True,True,False,TREAT,0,0,,,0.7369408,26.0,0.012623172571672725
1777,36544,13.5,10,-9994.060000000007,5.295,-1.5615999999999992,True,True,True,True,True,TREAT,0,0,0.1601816862821579,,0.7368832000000001,26.0,0.01140423209161002
1778,36568,-7.249999999999999,25,-10001.310000000007,4.184,-1.5345999999999995,True,True,False,False,False,NAVIGATE,3,1,0.3788343369960785,,0.7367104,26.0,0.011109307046559744
1779,36596,-7.4,25,-10008.710000000006,2.1100000000000003,-1.6089999999999998,True,True,False,False,False,NAVIGATE,2,2,0.342526376247406,,0.7365088000000001,26.0,0.012678616586495333
1780,36620,-2.5799999999999996,24,-10011.290000000006,0.8540000000000003,-1.6344,True,True,True,True,False,TREAT,0,0,,,0.7363360000000001,26.0,0.014956923902071862
1781,36632,-0.2599999999999998,13,-10011.550000000007,0.812,-1.6062,True,True,True,True,False,TREAT,0,0,0.1522638350725174,,0.7362496000000001,26.0,0.017754756886983324
1782,36640,14.34,8,-9997.210000000006,2.009,-1.4461999999999997,True,True,True,True,True,TREAT,0,0,0.10183392465114594,,0.736192,26.0,0.012966438346295746
1783,36648,3.4100000000000006,7,-9993.800000000007,1.9600000000000002,-1.3180999999999998,True,True,True,True,False,TREAT,0,0,0.09664064645767212,,0.7361343999999999,26.0,0.014444669437362036
1784,36672,-7.6999999999999975,25,-10001.500000000007,0.8000000000000004,-1.4092999999999998,True,True,False,False,False,NAVIGATE,1,1,,,0.7359616,26.0,0.059607429089732565
1785,36696,-8.749999999999998,25,-10010.250000000007,0.11700000000000052,-1.4813999999999998,True,True,False,False,False,NAVIGATE,2,1,0.04792430251836777,,0.7357887999999999,26.0,0.07649184817968585
1786,36720,-8.5,25,-10018.750000000007,-1.1189999999999993,-1.4788999999999999,True,True,False,False,False,NAVIGATE,2,2,0.05002337694168091,,0.735616,26.0,0.013364281738949022
1787,36748,-6.6499999999999995,25,-10025.400000000007,-3.1339999999999995,-1.4634,True,True,False,False,False,NAVIGATE,2,1,0.04324580729007721,,0.7354144,26.0,0.013758997728414175
1788,36772,-6.85,25,-10032.250000000007,-3.094,-1.4698999999999998,True,True,False,False,False,NAVIGATE,2,2,,,0.7352415999999999,26.0,0.01589895674037945
1789,36776,4.940000000000001,3,-10027.310000000007,-1.859999999999999,-1.3585,True,True,True,True,False,TREAT,0,0,0.6636918187141418,,0.7352128,26.0,0.017611159783881884
1790,36784,4.020000000000001,9,-10023.290000000006,-1.1999999999999995,-1.2938999999999996,True,True,True,True,False,TREAT,0,0,0.08034814894199371,,0.7351552000000001,26.0,0.038455846712337004
1791,36788,3.3800000000000003,6,-10019.910000000007,-0.8359999999999989,-1.1841,True,True,True,True,False,TREAT,0,0,0.11663363128900528,,0.7351264000000001,26.0,0.03595999899686411
1792,36800,1.8200000000000003,9,-10018.090000000007,-2.088,-1.0623999999999998,True,True,True,True,False,TREAT,0,0,,,0.7350399999999999,26.0,0.03297045106398618
1793,36808,-1.9200000000000004,11,-10020.010000000007,-2.6209999999999996,-1.0040999999999998,True,True,True,False,False,TREAT,4,2,0.08571011573076248,,0.7349823999999999,26.0,0.06319729728428686
1794,36820,12.3,10,-10007.710000000008,-0.6209999999999998,-0.8358999999999998,True,True,True,True,True,TREAT,0,0,0.11422163248062134,,0.734896,26.0,0.04709342452912605
1795,36844,-8.899999999999999,25,-10016.610000000008,-0.635999999999999,-0.8543999999999999,True,True,False,False,False,NAVIGATE,3,1,0.09627770632505417,,0.7347232000000001,26.0,0.07505140035664719
1796,36868,-8.2,25,-10024.810000000009,-0.6059999999999993,-0.9714,True,True,False,False,False,NAVIGATE,3,2,,,,,
1797,36896,-2.0500000000000003,25,-10026.860000000008,-0.14599999999999932,-1.0256999999999998,True,True,True,True,False,TREAT,0,0,0.6304656267166138,,0.7343488,26.0,0.006136850330703232
1798,36920,-6.500000000000002,25,-10033.360000000008,-0.11099999999999959,-1.0226999999999997,True,True,False,False,False,NAVIGATE,1,1,0.2064318060874939,,0.7341759999999999,26.0,0.024495677798625173
1799,36924,3.3800000000000003,6,-10029.980000000009,-0.2669999999999997,-0.9118999999999999,True,True,True,True,False,TREAT,0,0,0.2222629189491272,,0.7341471999999999,26.0,0.023904753335342078
1800,36932,14.34,8,-10015.640000000009,0.7650000000000003,-0.7259999999999998,True,True,True,True,True,TREAT,0,0,,,,,
1801,36940,4.380000000000001,6,-10011.26000000001,0.8650000000000002,-0.6493000000000001,True,True,True,True,False,TREAT,0,0,0.03992919251322746,,0.734032,26.0,0.06580793206407116
1802,36952,-1.2100000000000004,13,-10012.470000000008,0.5619999999999999,-0.5949,True,True,True,False,False,TREAT,4,2,0.6356158256530762,,0.7339456000000001,26.0,0.06257024907425751
1803,36964,0.7400000000000002,13,-10011.730000000009,0.828,-0.5486999999999999,True,True,True,True,False,TREAT,0,0,0.08130313456058502,,0.7338591999999999,26.0,0.09171635864773668
1804,36988,-0.020000000000000018,21,-10011.75000000001,-0.40399999999999975,-0.563,True,True,True,True,False,TREAT,0,0,,,0.7336864000000001,26.0,0.05334523314290388
1805,37004,-4.12,16,-10015.87000000001,0.07399999999999993,-0.6069999999999999,True,True,True,False,False,TREAT,4,1,0.14879079163074493,,0.7335711999999999,26.0,0.023672233810795168
1806,37008,4.380000000000001,6,-10011.49000000001,1.3319999999999999,-0.5663999999999999,True,True,True,True,False,TREAT,0,0,0.08896026015281677,,0.7335424000000001,26.0,0.02231722289547733
1807,37032,-7.699999999999999,25,-10019.190000000011,0.7669999999999998,-0.7831999999999999,True,True,False,False,False,NAVIGATE,1,1,0.4545339345932007,,0.7333695999999998,26.0,0.004676638854530615
1808,37060,-6.300000000000002,25,-10025.49000000001,0.787,-0.9396000000000001,True,True,False,False,False,NAVIGATE,2,2,,,0.7331679999999999,26.0,0.01919078116600876
1809,37084,-8.2,25,-10033.690000000011,-0.371,-0.9571000000000001,True,True,False,False,False,NAVIGATE,2,1,0.13489395380020142,,0.7329952,26.0,0.029710856233266462
1810,37100,10.34,18,-10023.350000000011,-0.7709999999999997,-0.7716999999999998,True,True,True,True,True,TREAT,0,0,0.02769528701901436,,0.73288,26.0,0.02649182399637199
1811,37128,-5.400000000000002,25,-10028.750000000011,-1.749,-0.7552,True,True,False,False,False,NAVIGATE,3,1,0.1056535392999649,,0.7326784,26.0,0.018764091035059674
1812,37152,-4.9,25,-10033.65000000001,-2.118,-0.7737,True,True,False,False,False,NAVIGATE,3,2,,,0.7325056000000001,26.0,0.015207903148925542
1813,37176,-7.25,25,-10040.90000000001,-2.9170000000000003,-0.7672,True,True,False,False,False,NAVIGATE,3,1,0.19513043761253357,,0.7323328,26.0,0.02947472963158697
1814,37200,-14.999999999999993,25,-10055.90000000001,-4.414999999999999,-1.0307,False,False,False,False,False,ANALYZE,2,2,0.5011786818504333,,0.7321599999999999,26.0,0.019032555086768245
1815,37228,-9.549999999999999,25,-10065.45000000001,-4.957999999999999,-1.0920999999999998,True,True,False,False,False,NAVIGATE,3,1,0.06992041319608688,,0.7319584000000001,26.0,0.03103935138447298
1816,37252,-5.500000000000001,25,-10070.95000000001,-5.946,-1.0550999999999997,True,True,False,False,False,NAVIGATE,3,1,,,0.7317855999999999,26.0,0.031701820693927664
1817,37264,-1.4900000000000002,12,-10072.44000000001,-5.324999999999999,-0.9989999999999998,True,True,True,False,False,TREAT,4,1,0.1163911297917366,,0.7316992,26.0,0.030458776410024344
1818,37284,-3.2000000000000006,20,-10075.64000000001,-5.015000000000001,-0.9652999999999998,True,True,True,False,False,TREAT,4,2,0.13980548083782196,,0.7315552000000001,26.0,0.026943540108530784
1819,37308,-7.6499999999999995,25,-10083.29000000001,-4.959999999999999,-1.0229,True,True,False,False,False,NAVIGATE,2,1,0.025629736483097076,,0.7313824,26.0,0.037464615144753
1820,37332,-8.2,25,-10091.49000000001,-6.814,-1.2207,True,True,False,False,False,NAVIGATE,2,1,,,,,
1821,37348,-0.2999999999999998,15,-10091.79000000001,-6.303999999999999,-1.2266,True,True,True,True,False,TREAT,0,0,0.1406155824661255,,0.7310944,26.0,0.053097081385589585
1822,37372,-6.99,22,-10098.78000000001,-6.513,-1.2295,True,True,True,False,True,TREAT,4,2,0.13312757015228271,,0.7309215999999998,26.0,0.03278252798272878
1823,37396,-9.549999999999997,25,-10108.330000000009,-6.742999999999999,-1.2604999999999997,True,True,False,False,False,NAVIGATE,3,1,0.8509870767593384,,0.7307488000000001,26.0,0.037539493801540466
1824,37420,-5.750000000000001,25,-10114.080000000009,-5.818,-1.2581999999999995,True,True,True,False,False,TREAT,4,2,,,0.7305759999999999,27.0,0.06441431266087695
1825,37428,3.8600000000000008,7,-10110.220000000008,-4.476999999999999,-1.1615999999999997,True,True,True,True,False,TREAT,0,0,0.06555105745792389,,0.7305183999999998,27.0,0.055310745256464566
1826,37452,-2.149999999999999,25,-10112.370000000008,-4.1419999999999995,-1.2002999999999997,True,True,True,True,False,TREAT,0,0,0.5946142673492432,,0.7303456000000002,27.0,0.027757619456541437
1827,37460,0.1599999999999997,7,-10112.210000000008,-3.9770000000000003,-1.3125,True,True,True,False,False,TREAT,4,2,0.4550734758377075,,0.730288,27.0,0.04196460169567515
1828,37468,13.860000000000001,7,-10098.350000000008,-2.2709999999999995,-1.2808999999999997,True,True,True,True,True,TREAT,0,0,,,0.7302304,27.0,0.0413334508290483
1829,37484,10.34,18,-10088.010000000007,-0.4719999999999997,-1.1055,True,True,True,True,True,TREAT,0,0,0.05489817634224892,,0.7301151999999999,27.0,0.031062562977708565
1830,37508,-7.049999999999998,25,-10095.060000000007,-0.35699999999999904,-1.1455999999999995,True,True,False,False,False,NAVIGATE,1,1,0.09047671407461166,,0.7299424000000001,27.0,0.010958980411617338
1831,37516,14.860000000000001,7,-10080.200000000006,1.1590000000000007,-1.1456,True,True,True,True,True,TREAT,0,0,0.1718570441007614,,0.7298848,27.0,0.010855449960300712
1832,37524,0.6799999999999997,6,-10079.520000000006,1.9260000000000006,-1.1252000000000002,True,True,True,False,False,TREAT,4,2,,,0.7298271999999999,27.0,0.008330400477496325
1833,37528,2.8600000000000008,7,-10076.660000000005,3.1670000000000007,-1.0467999999999997,True,True,True,True,False,TREAT,0,0,0.13384103775024414,,0.7297984,27.0,0.007796031349401304
1834,37540,-2.5200000000000005,11,-10079.180000000006,3.4899999999999998,-1.0079999999999998,True,True,True,False,True,TREAT,4,1,0.06682876497507095,,0.7297120000000001,27.0,0.028674443353641926
1835,37548,14.93,6,-10064.250000000005,4.597000000000001,-0.7926999999999995,True,True,True,True,True,TREAT,0,0,0.286014586687088,,0.7296544,27.0,0.03112287423649383
1836,37560,10.700000000000001,15,-10053.550000000005,5.882000000000001,-0.8346999999999996,True,True,True,True,True,TREAT,0,0,,,,,
1837,37572,-1.4000000000000004,10,-10054.950000000004,5.726000000000001,-0.7911999999999996,True,True,True,False,False,TREAT,4,2,0.09638882428407669,,0.7294816,27.0,0.027955597245166285
1838,37596,-7.4,25,-10062.350000000004,3.6000000000000005,-0.8731999999999998,True,True,False,False,False,NAVIGATE,1,1,0.06720127165317535,,0.7293088000000001,27.0,0.03913953352847364
1839,37620,-7.95,25,-10070.300000000005,1.7710000000000004,-0.8936999999999997,True,True,True,False,True,TREAT,4,1,0.31879207491874695,,0.729136,27.0,0.026645518490081732
1840,37624,4.940000000000001,3,-10065.360000000004,2.97,-0.8353999999999998,True,True,True,True,False,TREAT,0,0,,,0.7291072000000001,27.0,0.026366291479084196
1841,37648,-6.700000000000001,25,-10072.060000000005,0.8140000000000001,-0.8273999999999998,True,True,False,False,False,NAVIGATE,3,1,0.09799019992351532,,0.7289343999999999,27.0,0.0056502414929559975
1842,37672,-6.5600000000000005,23,-10078.620000000004,0.09000000000000022,-1.0347999999999997,True,True,True,False,True,TREAT,4,1,0.34105485677719116,,0.7287616000000001,27.0,0.025454914989190346
1843,37696,-8.7,25,-10087.320000000005,-1.0659999999999998,-1.1033,True,True,False,False,False,NAVIGATE,1,1,0.1326819509267807,,0.7285887999999999,27.0,0.05811783118461691
1844,37704,3.3800000000000003,6,-10083.940000000006,-0.47599999999999965,-1.0134999999999996,True,True,True,True,False,TREAT,0,0,,,0.7285311999999999,27.0,0.04608297832125612
1845,37716,0.81,12,-10083.130000000006,-1.8880000000000003,-1.0085999999999997,True,True,True,True,False,TREAT,0,0,0.12881630659103394,,0.7284448,27.0,0.049378576912586604
1846,37720,0.6799999999999997,6,-10082.450000000006,-2.8899999999999997,-0.8912999999999996,True,True,True,False,False,TREAT,4,2,0.06115702912211418,,0.728416,27.0,0.04933024806647049
1847,37748,-7.999999999999999,25,-10090.450000000006,-3.55,-0.9007999999999998,True,True,False,False,False,NAVIGATE,3,2,0.10723939538002014,,0.7282143999999999,27.0,0.044355048995041335
1848,37772,-6.45,25,-10096.900000000007,-3.4549999999999996,-0.8612999999999998,True,True,False,False,False,NAVIGATE,2,1,,,0.7280416000000001,27.0,0.014511146380031847
1849,37796,-8.049999999999999,25,-10104.950000000006,-3.465,-0.9959999999999997,True,True,False,False,False,NAVIGATE,1,1,0.14300617575645447,,0.7278688,27.0,0.008222430626803882
1850,37820,-7.000000000000001,25,-10111.950000000006,-4.659,-1.0216999999999998,True,True,False,False,False,NAVIGATE,2,1,0.10838218778371811,,0.7276960000000001,27.0,0.03208578844647351
1851,37848,-11.049999999999994,25,-10123.000000000005,-5.093999999999999,-1.0701999999999996,True,True,False,False,False,NAVIGATE,2,1,0.3973734974861145,,0.7274944000000001,27.0,0.03367397986884585
1852,37868,-0.019999999999999574,21,-10123.020000000006,-4.4399999999999995,-0.9773999999999997,True,True,True,True,False,TREAT,0,0,,,0.7273504,27.0,0.1101024482190099
1853,37872,15.940000000000001,3,-10107.080000000005,-1.9759999999999986,-0.8095999999999998,True,True,True,True,True,TREAT,0,0,0.06285473704338074,,0.7273215999999998,27.0,0.11426007603018361
1854,37876,2.8600000000000008,7,-10104.220000000005,-2.027999999999999,-0.7169999999999997,True,True,True,True,False,TREAT,0,0,0.44974881410598755,,0.7272928000000001,27.0,0.11674171305561365
1855,37904,-7.800000000000001,25,-10112.020000000004,-2.8889999999999993,-0.7089999999999996,True,True,False,False,False,NAVIGATE,3,1,0.40995320677757263,,0.7270912,27.0,0.09661095522982152
1856,37928,-5.65,25,-10117.670000000004,-3.5219999999999994,-0.7468999999999997,True,True,False,False,False,NAVIGATE,2,1,,,0.7269183999999999,27.0,0.022168040202213496
1857,37936,2.3400000000000003,8,-10115.330000000004,-2.487999999999999,-0.6579999999999997,True,True,True,True,False,TREAT,0,0,0.25778928399086,,0.7268608000000001,27.0,0.014603385268295098
1858,37960,-8.25,25,-10123.580000000004,-2.6679999999999997,-0.6779999999999995,True,True,False,False,False,NAVIGATE,1,1,0.3449382483959198,,0.726688,27.0,0.014501363015911393
1859,37972,2.8800000000000003,11,-10120.700000000004,-1.574999999999999,-0.6265999999999996,True,True,True,True,False,TREAT,0,0,0.09873439371585846,,0.7266016,27.0,0.015220131242449423
1860,37980,15.540000000000001,8,-10105.160000000003,0.6790000000000009,-0.37169999999999975,True,True,True,True,True,TREAT,0,0,,,0.7265439999999999,27.0,0.01471747348301009
1861,38004,-10.249999999999996,25,-10115.410000000003,0.7590000000000007,-0.6109999999999997,True,True,False,False,False,NAVIGATE,2,2,0.08494618535041809,,0.7263712,27.0,0.003051334404305003
1862,38028,-8.099999999999998,25,-10123.510000000004,-0.04899999999999949,-0.8105999999999995,True,True,False,False,False,NAVIGATE,2,1,0.2101585417985916,,0.7261983999999999,27.0,0.017956442190840933
1863,38056,-6.95,25,-10130.460000000005,-2.337999999999999,-0.9294999999999995,True,True,True,False,False,TREAT,4,1,0.08816985040903091,,0.7259967999999999,27.0,0.05607816553509735
1864,38080,-8.2,25,-10138.660000000005,-3.443999999999999,-1.0299999999999998,True,True,False,False,False,NAVIGATE,2,1,,,0.725824,27.0,0.05958813472043158
1865,38092,1.9700000000000002,14,-10136.690000000006,-2.466999999999999,-0.9806999999999997,True,True,True,True,False,TREAT,0,0,0.10042823851108551,,0.7257375999999999,27.0,0.00907251067158284
1866,38100,3.4100000000000006,7,-10133.280000000006,-1.5609999999999993,-0.9266999999999997,True,True,True,True,False,TREAT,0,0,0.027180369943380356,,0.7256800000000001,27.0,0.009379683724974702
1867,38116,-3.6400000000000006,17,-10136.920000000006,-2.158999999999999,-0.8990999999999997,True,True,True,False,False,TREAT,4,1,0.1992446482181549,,0.7255648000000001,27.0,0.01534196561032037
1868,38124,0.7399999999999998,8,-10136.180000000006,-1.2599999999999991,-0.9302999999999997,True,True,True,False,False,TREAT,4,2,,,,,
1869,38152,-6.65,25,-10142.830000000005,-2.212999999999999,-1.1301999999999999,True,True,False,False,False,NAVIGATE,2,1,0.28418439626693726,,0.7253056,27.0,0.09349142530051827
1870,38164,0.2200000000000002,14,-10142.610000000006,-3.7449999999999997,-1.2277999999999996,True,True,True,True,False,TREAT,0,0,0.11521434783935547,,0.7252192,27.0,0.09730658570321035
1871,38188,-1.5400000000000005,22,-10144.150000000007,-2.8739999999999997,-1.2448,True,True,True,True,False,TREAT,0,0,0.20671288669109344,,0.7250464,27.0,0.006824348761711679
1872,38200,13.49,13,-10130.660000000007,-0.7149999999999996,-1.1335999999999997,True,True,True,True,True,TREAT,0,0,,,0.7249599999999998,27.0,0.006609199185477643
1873,38224,-8.799999999999997,25,-10139.460000000006,-0.8999999999999997,-1.2605999999999995,True,True,False,False,False,NAVIGATE,1,1,0.2903924882411957,,0.7247872,27.0,0.027742475590058435
1874,38236,-2.4000000000000004,10,-10141.860000000006,-0.31999999999999973,-1.3235999999999997,True,True,True,False,True,TREAT,4,2,0.47967395186424255,,0.7247008,27.0,0.03889127496514495
1875,38260,-11.049999999999995,25,-10152.910000000005,-1.6219999999999992,-1.4148999999999996,True,True,False,False,False,NAVIGATE,3,2,0.1252928078174591,,0.7245279999999998,27.0,0.0364544916211812
1876,38264,3.93,6,-10148.980000000005,-1.5699999999999996,-1.4141999999999997,True,True,True,True,False,TREAT,0,0,,,,,
1877,38292,-4.1,25,-10153.080000000005,-1.6159999999999992,-1.5901999999999996,True,True,False,False,False,NAVIGATE,1,1,0.4211767911911011,,0.7242976000000001,27.0,0.0177268295136045
