Episode,Reward,Length,Final_Pest_Level
1,7.262773865461352,11,1.0
2,26.116827934980392,19,0.9994574785232544
3,38.42649015784265,30,0.9631551504135132
4,20.50443129777908,19,0.9905500157922507
5,4.482474845647811,9,1.0
6,17.461246508359906,18,0.9866586923599243
7,50.25652372628452,30,0.7060000000000004
8,3.195435196161272,8,0.9510974287986755
9,18.436479264497756,17,1.0
10,18.584185487031935,16,0.9744720458984375
