Episode,Reward,Length,Final_Pest_Level
1,11.839,2,0.127
2,11.736667650938035,2,0.11848233640193939
3,11.569849640130997,2,0.14619821310043335
4,11.991200000000001,2,0.1216
5,11.89527040719986,2,0.1295236349105835
6,11.063097521662712,2,0.19792625308036804
7,12.29717156291008,2,0.12501315772533417
8,11.146680653095245,2,0.1816135197877884
9,12.38132560172081,2,0.1297
10,11.215109318494797,2,0.14304965734481812
