Timestep,Entropy,Policy_Loss,Value_Loss
1,0.0,0.0,0.0
2,0.0,12.11904239654541,15.861189842224121
3,0.0,4.311108589172363,1.8963879346847534
4,0.0,-1.33538019657135,0.18898938596248627
5,0.0,-1.586305022239685,0.26153263449668884
6,0.0,-1.751741886138916,0.3070378303527832
7,0.0,-1.7759594917297363,0.3080790638923645
8,0.0,-1.7619389295578003,0.2945708930492401
9,0.0,3.583599328994751,1.1281071901321411
10,0.0,3.005664587020874,1.5097990036010742
11,0.0,1.867434024810791,0.9658130407333374
12,0.0,1.9683940410614014,1.476049542427063
13,0.0,1.3841487169265747,0.9843648076057434
14,0.0,1.6551767587661743,1.4459147453308105
15,0.0,-1.6403617858886719,0.31469282507896423
16,0.0,1.3288434743881226,1.151015043258667
17,0.0,6.6740803718566895,1.9061880111694336
18,0.0,-0.35173073410987854,0.17897267639636993
19,0.0,-1.5737475156784058,0.2200614959001541
20,0.0,-0.5976121425628662,0.4006710648536682
21,0.0,4.556938648223877,2.3499433994293213
22,0.0,-52.81134033203125,125.82061767578125
23,0.0,6.464502334594727,15.943299293518066
24,0.0,-0.29898601770401,0.24788430333137512
25,0.0,-0.7317901849746704,0.24705682694911957
26,0.0,3.003915786743164,1.7434313297271729
27,0.0,4.512884616851807,1.8203129768371582
28,0.0,0.9057757258415222,0.18229497969150543
29,0.0,7.678823471069336,8.100702285766602
30,0.0,-1.6579225063323975,0.19320547580718994
31,0.0,-1.0364502668380737,0.1730765402317047
32,0.0,0.5227032899856567,0.19057144224643707
33,0.0,0.25780823826789856,0.23407886922359467
34,0.0,0.09400071203708649,0.2627194821834564
35,0.0,0.05025939270853996,0.2585783004760742
36,0.0,0.049147628247737885,0.35972943902015686
37,0.0,0.03285243362188339,0.2751447260379791
38,0.0,0.035015661269426346,0.3624456226825714
39,0.0,-0.953572690486908,0.041979819536209106
40,0.0,0.007001187186688185,0.1102616935968399
41,0.0,0.007097807712852955,0.09244775772094727
42,0.0,0.008625186048448086,0.10265780240297318
43,0.0,0.009629763662815094,0.09740662574768066
44,0.0,0.011387275531888008,0.09956147521734238
45,0.0,0.008991986513137817,0.043779514729976654
46,0.0,0.010546579957008362,0.034471120685338974
47,0.0,0.02609698846936226,0.10020764917135239
48,0.0,0.03421621397137642,0.10865724831819534
49,0.0,0.039313748478889465,0.09683536738157272
50,0.0,0.054093245416879654,0.11215419322252274
51,0.0,0.056442633271217346,0.10084901750087738
52,0.0,4.414668560028076,1.4564787149429321
53,0.0,3.1587846279144287,37.008975982666016
54,0.0,0.06600606441497803,0.21448597311973572
55,0.0,0.0049051507376134396,0.0016916185850277543
56,0.0,0.008768921718001366,0.001210093847475946
57,0.0,0.022275058552622795,0.001101968577131629
58,0.0,5.931392192840576,4.358428955078125
59,0.0,-1.6943421363830566,0.30463457107543945
60,0.0,0.5823315978050232,0.14306314289569855
61,0.0,0.2816082239151001,0.17679421603679657
62,0.0,0.1084362342953682,0.16716612875461578
63,0.0,0.06504565477371216,0.1370057910680771
64,0.0,1.8132864236831665,0.16210734844207764
65,0.0,0.00964474119246006,0.0009168997057713568
66,0.0,4.998940467834473,3.7946276664733887
67,0.0,0.3314029574394226,0.10409168899059296
68,0.0,0.16523326933383942,0.09708328545093536
69,0.0,0.08609078079462051,0.0911041870713234
70,0.0,0.08843183517456055,0.10989537090063095
71,0.0,0.08417501300573349,0.1341736763715744
72,0.0,-2.215897798538208,0.33438774943351746
73,0.0,0.04825783148407936,0.13143305480480194
74,0.0,0.05188451334834099,0.14378005266189575
75,0.0,0.018323009833693504,0.018050067126750946
76,0.0,0.04113411903381348,0.037681806832551956
77,0.0,0.045338258147239685,0.024874046444892883
78,0.0,0.07643097639083862,0.032941803336143494
79,0.0,-4.975180149078369,108.79264831542969
80,0.0,15.988751411437988,15.456354141235352
81,0.0,-1.6015783548355103,0.3153417706489563
82,0.0,-2.4991729259490967,0.3688281774520874
83,0.0,-2.196240186691284,0.4195438027381897
84,0.0,2.8739876747131348,0.8977363705635071
85,0.0,1.6938445568084717,0.4008484184741974
86,0.0,-2.0828804969787598,0.5382088422775269
87,0.0,0.7358477711677551,0.2983555793762207
88,0.0,30.74504852294922,35.676944732666016
89,0.0,-2.6304173469543457,0.746638298034668
90,0.0,-2.4610090255737305,0.7347277402877808
91,0.0,2.931198835372925,1.1104838848114014
92,0.0,5.6744303703308105,3.5278449058532715
93,0.0,3.7261383533477783,3.520390272140503
94,0.0,-1.2759644985198975,0.550913393497467
95,0.0,1.8279646635055542,2.571094036102295
96,0.0,-2.5267434120178223,0.8891035914421082
97,0.0,-2.8747994899749756,82.10816192626953
98,0.0,4.751823902130127,28.017047882080078
99,0.0,0.28398120403289795,0.5740442276000977
100,0.0,0.025457702577114105,0.03032686933875084
101,0.0,0.037727829068899155,0.03086605854332447
102,0.0,0.048354122787714005,0.025793204084038734
103,0.0,0.06774219870567322,0.02727491222321987
104,0.0,0.08069705218076706,0.02887829951941967
105,0.0,0.10315302759408951,0.0403963178396225
106,0.0,2.1769042015075684,0.5877410173416138
107,0.0,0.5138179063796997,0.739281415939331
108,0.0,7.434198379516602,2.3180325031280518
109,0.0,0.11119498312473297,0.02955138310790062
110,0.0,0.11140155792236328,0.03999664634466171
111,0.0,4.222710132598877,1.396743655204773
112,0.0,0.25363051891326904,0.1499214917421341
113,0.0,0.09118868410587311,0.11934376507997513
114,0.0,0.08995924890041351,0.14821857213974
115,0.0,0.0557536855340004,0.08057732880115509
116,0.0,0.05495394766330719,0.059349097311496735
117,0.0,0.12075046449899673,0.18608544766902924
118,0.0,0.0316762775182724,0.031220024451613426
119,0.0,0.05087554454803467,0.036667972803115845
120,0.0,8.65999984741211,6.169704914093018
121,0.0,6.231524467468262,7.1620001792907715
122,0.0,0.31256771087646484,0.09540720283985138
123,0.0,0.1615293174982071,0.10153598338365555
124,0.0,0.03187147155404091,0.012001561932265759
125,0.0,0.060478366911411285,0.017760351300239563
126,0.0,0.07154875993728638,0.01444215327501297
127,0.0,0.1648474782705307,0.048689745366573334
128,0.0,14.34122085571289,15.239460945129395
129,0.0,1.2600947618484497,0.7850719094276428
130,0.0,-3.466855764389038,0.7453546524047852
131,0.0,0.33185431361198425,0.7840802073478699
132,0.0,-2.2441885471343994,0.5205177664756775
133,0.0,0.03473985940217972,0.02075378969311714
134,0.0,-2.7435741424560547,0.5559262037277222
135,0.0,0.042832713574171066,0.028884954750537872
136,0.0,0.05501766502857208,0.02817976102232933
137,0.0,-3.7631187438964844,0.5286860466003418
138,0.0,0.04792341962456703,0.037714455276727676
139,0.0,0.055050335824489594,0.03447050228714943
140,0.0,0.06224994733929634,0.030358048155903816
141,0.0,0.08030254393815994,0.033525485545396805
142,0.0,0.15161484479904175,0.08822009712457657
143,0.0,0.07134176045656204,0.03933944180607796
144,0.0,0.12560756504535675,0.08590289205312729
145,0.0,0.08068396151065826,0.052687596529722214
146,0.0,-2.947131395339966,0.4980681538581848
147,0.0,0.04236871376633644,0.03491872921586037
148,0.0,6.405271053314209,2.3953514099121094
149,0.0,0.08509423583745956,0.02845698781311512
150,0.0,-0.008354552090168,0.00022344969329424202
151,0.0,0.10276780277490616,0.008890452794730663
152,0.0,3.2444188594818115,1.0590287446975708
153,0.0,-2.0263752937316895,0.4440145492553711
154,0.0,1.1389727592468262,0.21571175754070282
155,0.0,-40.20903778076172,130.69180297851562
156,0.0,20.70844268798828,31.96303939819336
157,0.0,3.656935691833496,1.6247608661651611
158,0.0,2.9190351963043213,1.1739015579223633
159,0.0,-1.7556627988815308,0.25799503922462463
160,0.0,1.4217029809951782,0.7294266223907471
161,0.0,0.5570794939994812,0.9843866229057312
162,0.0,5.778412818908691,2.10068416595459
163,0.0,-2.1844472885131836,0.39482030272483826
164,0.0,-1.5750309228897095,0.4166373908519745
165,0.0,0.1994272619485855,0.07253772765398026
166,0.0,4.369526386260986,1.4956679344177246
167,0.0,-0.5297306776046753,0.034914128482341766
168,0.0,0.09656433761119843,0.029838165268301964
169,0.0,0.07760690897703171,0.020503340288996696
170,0.0,0.08252397924661636,0.018464215099811554
171,0.0,-2.8748321533203125,0.546269953250885
172,0.0,-0.011815348640084267,0.0005019412492401898
173,0.0,-2.3302900791168213,0.8445786833763123
174,0.0,-35.79025650024414,123.09577178955078
175,0.0,2.8822669982910156,26.718385696411133
176,0.0,0.05327088013291359,0.1687580943107605
177,0.0,0.02253691852092743,0.006467053201049566
178,0.0,0.042387716472148895,0.009674678556621075
179,0.0,0.061394501477479935,0.011781384237110615
180,0.0,0.07947168499231339,0.014588209800422192
181,0.0,0.0914899930357933,0.016841547563672066
182,0.0,0.10833641141653061,0.022157074883580208
183,0.0,0.11326241493225098,0.027206992730498314
184,0.0,0.09304996579885483,0.02189054898917675
185,0.0,-3.1243889331817627,0.5576058030128479
186,0.0,-0.026029670611023903,0.002785904798656702
187,0.0,2.4738974571228027,0.5622870326042175
188,0.0,-0.0436113178730011,0.0012653411831706762
189,0.0,-1.9728904962539673,0.5308080315589905
190,0.0,11.757826805114746,16.266481399536133
191,0.0,-1.0948857069015503,0.2416047602891922
192,0.0,-1.7967009544372559,0.2372971624135971
193,0.0,-1.798997163772583,0.2332705557346344
194,0.0,1.0348845720291138,0.8072923421859741
195,0.0,0.20290474593639374,0.24103692173957825
196,0.0,0.06254437565803528,0.010612220503389835
197,0.0,0.07852815836668015,0.011712519451975822
198,0.0,2.311619997024536,0.5963911414146423
199,0.0,0.12474190443754196,0.12439446896314621
200,0.0,1.9116556644439697,0.6041442155838013
201,0.0,19.890151977539062,15.31781005859375
202,0.0,-2.9041550159454346,0.771955668926239
203,0.0,-3.8199400901794434,0.7305717468261719
204,0.0,-3.3410987854003906,0.7256459593772888
205,0.0,0.05743357539176941,0.07447820901870728
206,0.0,0.042959101498126984,0.0023801319766789675
207,0.0,1.5563467741012573,0.6165169477462769
208,0.0,-0.020388130098581314,0.0029065983835607767
209,0.0,-4.60172700881958,1.0952068567276
210,0.0,0.6415402293205261,0.31426841020584106
211,0.0,-5.14351224899292,1.0924301147460938
212,0.0,-40.51639175415039,133.70040893554688
213,0.0,3.345541000366211,40.079017639160156
214,0.0,0.1561003476381302,0.1976456195116043
215,0.0,0.01097754668444395,0.002341817133128643
216,0.0,0.01248999498784542,0.0010645163711160421
217,0.0,4.267937660217285,10.816919326782227
218,0.0,0.07783516496419907,0.005911750253289938
219,0.0,-1.9658540487289429,0.224313423037529
220,0.0,1.0157406330108643,1.4216084480285645
221,0.0,0.05253114923834801,0.0033303399104624987
222,0.0,0.8701779246330261,1.3812642097473145
223,0.0,-1.9351446628570557,0.20514310896396637
224,0.0,0.2377927005290985,0.09669778496026993
225,0.0,0.03479059413075447,0.002876694081351161
226,0.0,0.02492300420999527,0.0011371138971298933
227,0.0,-3.2590677738189697,0.7173223495483398
228,0.0,0.039543986320495605,0.002141471253708005
229,0.0,0.040567390620708466,0.0020131447818130255
230,0.0,0.034725259989500046,0.0011290041729807854
231,0.0,0.05288045108318329,0.0017590489005669951
232,0.0,0.03740322217345238,0.0008916225633583963
233,0.0,4.639466285705566,5.726569652557373
234,0.0,-2.346008777618408,0.4854471683502197
235,0.0,-0.30717137455940247,0.03420821949839592
236,0.0,0.37711262702941895,0.7628555297851562
237,0.0,-0.3973819613456726,0.018546197563409805
238,0.0,0.13520528376102448,0.5779125094413757
239,0.0,0.00916051585227251,0.009529241360723972
240,0.0,-4.032012939453125,109.07550811767578
241,0.0,2.352224826812744,34.66582489013672
242,0.0,-1.6800518035888672,0.15969747304916382
243,0.0,0.12908826768398285,0.23910799622535706
244,0.0,-2.9114534854888916,0.7591969966888428
245,0.0,0.01044460665434599,0.0017388904234394431
246,0.0,-2.4121272563934326,0.7198598980903625
247,0.0,0.007389890030026436,0.0007780763553455472
248,0.0,16.2066707611084,14.369112968444824
249,0.0,4.3448615074157715,7.604587078094482
250,0.0,0.14562980830669403,0.13670238852500916
