episode_num,episode_reward,cumulative_reward,moving_avg_10,moving_avg_100,episode_length,policy_loss,value_loss,entropy,learning_rate,explained_variance,total_loss,loss_variance_window,reward_variance_window
65,-6.6,-799.1499999999997,-12.961999999999994,-12.294615384615378,20,,,,,,,,
66,-10.55,-809.6999999999997,-12.676999999999994,-12.26818181818181,30,,,,,,,,
67,-15.09999999999999,-824.7999999999997,-12.426999999999994,-12.310447761194022,30,,,,,,,,
68,-8.799999999999997,-833.5999999999997,-11.546999999999995,-12.258823529411757,25,,,,,,,,
69,-13.399999999999991,-846.9999999999997,-11.546999999999995,-12.275362318840571,30,,,,,,,,
70,-13.049999999999992,-860.0499999999996,-11.341999999999995,-12.286428571428562,30,,,,,,,,
71,-3.379999999999996,-863.4299999999996,-9.919999999999996,-12.16098591549295,19,,,,,,,,
72,-4.640000000000001,-868.0699999999996,-8.623999999999997,-12.056527777777772,17,,,,,,,,
73,-11.649999999999997,-879.7199999999996,-9.706999999999997,-12.050958904109583,30,,,,,,,,
74,-15.09999999999999,-894.8199999999996,-10.226999999999993,-12.092162162162158,30,,,,,,,,
75,-13.399999999999995,-908.2199999999996,-10.906999999999995,-12.109599999999995,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
76,-17.59999999999999,-925.8199999999996,-11.611999999999993,-12.181842105263152,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
77,-12.199999999999994,-938.0199999999996,-11.321999999999994,-12.182077922077918,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
78,-13.249999999999995,-951.2699999999996,-11.766999999999992,-12.195769230769226,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
79,-17.59999999999999,-968.8699999999997,-12.186999999999994,-12.26417721518987,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
80,-14.19999999999999,-983.0699999999997,-12.301999999999994,-12.288374999999993,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
81,-12.999999999999996,-996.0699999999997,-13.263999999999992,-12.297160493827153,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
82,-2.8999999999999972,-998.9699999999997,-13.089999999999995,-12.18256097560975,20,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
83,-11.599999999999994,-1010.5699999999997,-13.08499999999999,-12.175542168674692,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
84,-13.049999999999994,-1023.6199999999997,-12.879999999999992,-12.185952380952374,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
85,-9.6,-1033.2199999999996,-12.499999999999995,-12.155529411764698,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
86,-13.399999999999991,-1046.6199999999997,-12.079999999999995,-12.169999999999993,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
87,-12.999999999999995,-1059.6199999999997,-12.159999999999995,-12.17954022988505,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
88,-17.59999999999999,-1077.2199999999996,-12.594999999999995,-12.241136363636356,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
89,-12.199999999999996,-1089.4199999999996,-12.054999999999996,-12.240674157303364,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
90,13.82,-1075.5999999999997,-9.252999999999997,-11.951111111111105,9,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
91,-15.09999999999999,-1090.6999999999996,-9.462999999999997,-11.985714285714279,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
92,-13.399999999999995,-1104.0999999999997,-10.512999999999995,-12.001086956521734,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
93,-13.599999999999994,-1117.6999999999996,-10.712999999999994,-12.018279569892467,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
94,-17.59999999999999,-1135.2999999999995,-11.167999999999996,-12.077659574468077,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
95,-15.09999999999999,-1150.3999999999994,-11.717999999999995,-12.109473684210517,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
96,-17.59999999999999,-1167.9999999999993,-12.137999999999995,-12.166666666666663,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
97,-17.59999999999999,-1185.5999999999992,-12.597999999999994,-12.222680412371128,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
98,-7.0199999999999925,-1192.6199999999992,-11.539999999999994,-12.169591836734687,26,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
99,-13.59999999999999,-1206.2199999999991,-11.679999999999994,-12.184040404040397,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
100,-17.59999999999999,-1223.819999999999,-14.821999999999992,-12.238199999999992,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
101,-17.59999999999999,-1241.419999999999,-15.071999999999992,-12.263199999999992,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
102,-14.19999999999999,-1255.619999999999,-15.15199999999999,-12.294199999999995,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
103,7.650000000000002,-1247.969999999999,-13.026999999999992,-12.085699999999992,20,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
104,-5.76,-1253.7299999999989,-11.842999999999993,-11.967299999999993,23,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
105,-17.59999999999999,-1271.3299999999988,-12.092999999999993,-11.967299999999993,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
106,-12.999999999999996,-1284.3299999999988,-11.632999999999994,-11.991299999999992,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
107,-5.859999999999996,-1290.1899999999987,-10.458999999999994,-11.873899999999992,28,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
108,-17.59999999999999,-1307.7899999999986,-11.516999999999994,-11.919899999999991,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
109,-6.050000000000001,-1313.8399999999986,-10.761999999999995,-11.849399999999992,20,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
110,-9.549999999999997,-1323.3899999999985,-9.956999999999995,-11.793899999999992,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
111,-0.3600000000000003,-1323.7499999999984,-8.232999999999995,-11.646499999999993,8,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
112,-3.2599999999999985,-1327.0099999999984,-7.1389999999999985,-11.629299999999992,23,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
113,-13.099999999999993,-1340.1099999999983,-9.213999999999997,-11.64129999999999,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
114,-11.999999999999996,-1352.1099999999983,-9.837999999999997,-11.68849999999999,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
115,1.2600000000000002,-1350.8499999999983,-7.951999999999996,-11.540899999999995,12,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
116,-11.799999999999997,-1362.6499999999983,-7.831999999999996,-11.482899999999994,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
117,-17.59999999999999,-1380.2499999999982,-9.005999999999997,-11.482899999999995,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
118,-5.4,-1385.6499999999983,-7.785999999999999,-11.398899999999994,20,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
119,-13.199999999999992,-1398.8499999999983,-8.500999999999996,-11.379899999999996,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
120,-14.19999999999999,-1413.0499999999984,-8.965999999999996,-11.370899999999997,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
121,-13.59999999999999,-1426.6499999999983,-10.289999999999996,-11.355899999999997,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
122,-13.249999999999993,-1439.8999999999983,-11.288999999999996,-11.366899999999996,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
123,-11.999999999999996,-1451.8999999999983,-11.178999999999997,-11.356899999999994,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
124,-15.09999999999999,-1466.9999999999982,-11.488999999999995,-11.414399999999993,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
125,-17.59999999999999,-1484.599999999998,-13.374999999999995,-11.557199999999993,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
126,-12.599999999999994,-1497.199999999998,-13.454999999999995,-11.559199999999992,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
127,-0.7799999999999998,-1497.979999999998,-11.772999999999994,-11.390999999999993,14,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
128,-2.9600000000000004,-1500.939999999998,-11.528999999999993,-11.286599999999995,13,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
129,-13.799999999999994,-1514.739999999998,-11.588999999999993,-11.321099999999992,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
130,-13.399999999999995,-1528.139999999998,-11.508999999999995,-11.326599999999994,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
131,-2.3399999999999985,-1530.479999999998,-10.382999999999996,-11.207999999999993,17,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
132,9.700000000000001,-1520.779999999998,-8.087999999999996,-11.061199999999994,15,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
133,-12.149999999999995,-1532.929999999998,-8.102999999999994,-11.281199999999995,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
134,-17.59999999999999,-1550.529999999998,-8.352999999999996,-11.323199999999993,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
135,8.620000000000005,-1541.909999999998,-5.730999999999996,-11.060999999999995,19,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
136,-1.2699999999999982,-1543.179999999998,-4.597999999999996,-11.038899999999995,16,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
137,-13.399999999999991,-1556.579999999998,-5.859999999999995,-10.996899999999997,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
138,-17.59999999999999,-1574.179999999998,-7.323999999999995,-11.243499999999994,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
139,-14.19999999999999,-1588.379999999998,-7.3639999999999946,-11.209499999999997,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
140,-13.399999999999995,-1601.7799999999982,-7.3639999999999946,-11.167499999999995,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
141,-15.09999999999999,-1616.879999999998,-8.639999999999993,-11.294099999999993,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
142,0.7800000000000002,-1616.099999999998,-9.531999999999993,-11.135299999999996,11,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
143,-15.09999999999999,-1631.199999999998,-9.826999999999995,-11.158299999999992,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
144,-15.09999999999999,-1646.299999999998,-9.576999999999995,-11.358699999999992,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
145,-17.59999999999999,-1663.8999999999978,-12.198999999999995,-11.406199999999991,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
146,13.34,-1650.559999999998,-10.737999999999992,-11.096799999999995,8,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
147,-17.59999999999999,-1668.1599999999978,-11.157999999999992,-11.149799999999994,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
148,-5.469999999999995,-1673.6299999999978,-9.944999999999993,-11.028499999999994,26,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
149,-12.249999999999996,-1685.8799999999978,-9.749999999999995,-10.974999999999996,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
150,-12.949999999999996,-1698.8299999999979,-9.704999999999993,-10.928499999999994,30,1.6391277313232422e-06,61.81644821166992,3.091038227081299,0.0001,0.005109131336212158,61.81644985079765,,16.09462099999998
151,-11.049999999999997,-1709.8799999999978,-9.299999999999994,-10.929999999999996,30,-0.0012814844958484173,60.82859802246094,3.09094500541687,0.0001,0.003366410732269287,60.82731653796509,,88.79296499999994
152,-15.09999999999999,-1724.9799999999977,-10.887999999999995,-10.904999999999996,30,-0.0012814844958484173,60.82859802246094,3.09094500541687,0.0001,0.003366410732269287,60.82731653796509,,88.79296499999994
153,-12.849999999999994,-1737.8299999999977,-10.662999999999993,-10.983499999999994,30,-0.0012814844958484173,60.82859802246094,3.09094500541687,0.0001,0.003366410732269287,60.82731653796509,,88.79296499999994
154,-3.8999999999999955,-1741.7299999999977,-9.542999999999994,-10.897999999999993,20,-0.0012814844958484173,60.82859802246094,3.09094500541687,0.0001,0.003366410732269287,60.82731653796509,,88.79296499999994
155,-12.399999999999995,-1754.1299999999978,-9.022999999999993,-10.845999999999995,30,-0.0012814844958484173,60.82859802246094,3.09094500541687,0.0001,0.003366410732269287,60.82731653796509,,88.79296499999994
156,-12.449999999999996,-1766.5799999999979,-11.601999999999995,-10.836499999999996,30,-0.0012814844958484173,60.82859802246094,3.09094500541687,0.0001,0.003366410732269287,60.82731653796509,,88.79296499999994
157,-17.59999999999999,-1784.1799999999978,-11.601999999999995,-10.836499999999996,30,-0.0012814844958484173,60.82859802246094,3.09094500541687,0.0001,0.003366410732269287,60.82731653796509,,88.79296499999994
158,-17.59999999999999,-1801.7799999999977,-12.814999999999994,-10.836499999999994,30,-0.0012814844958484173,60.82859802246094,3.09094500541687,0.0001,0.003366410732269287,60.82731653796509,,88.79296499999994
159,-17.59999999999999,-1819.3799999999976,-13.349999999999994,-10.878499999999992,30,-0.0012814844958484173,60.82859802246094,3.09094500541687,0.0001,0.003366410732269287,60.82731653796509,,88.79296499999994
160,-9.159999999999997,-1828.5399999999977,-12.970999999999993,-10.819099999999993,23,-0.0012814844958484173,60.82859802246094,3.09094500541687,0.0001,0.003366410732269287,60.82731653796509,,88.79296499999994
161,4.6200000000000045,-1823.9199999999978,-11.403999999999993,-10.596899999999996,29,-0.0012814844958484173,60.82859802246094,3.09094500541687,0.0001,0.003366410732269287,60.82731653796509,,88.79296499999994
162,-13.649999999999991,-1837.569999999998,-11.258999999999993,-10.557399999999998,30,-0.0012814844958484173,60.82859802246094,3.09094500541687,0.0001,0.003366410732269287,60.82731653796509,,88.79296499999994
163,-0.7799999999999994,-1838.3499999999979,-10.051999999999994,-10.556999999999995,14,-0.0012814844958484173,60.82859802246094,3.09094500541687,0.0001,0.003366410732269287,60.82731653796509,,88.79296499999994
164,-12.449999999999992,-1850.799999999998,-10.906999999999993,-10.582499999999996,30,-0.0012814844958484173,60.82859802246094,3.09094500541687,0.0001,0.003366410732269287,60.82731653796509,,88.79296499999994
165,-17.59999999999999,-1868.3999999999978,-11.426999999999994,-10.692499999999995,30,-0.0012814844958484173,60.82859802246094,3.09094500541687,0.0001,0.003366410732269287,60.82731653796509,,88.79296499999994
166,-17.59999999999999,-1885.9999999999977,-11.941999999999993,-10.762999999999993,30,-0.0012814844958484173,60.82859802246094,3.09094500541687,0.0001,0.003366410732269287,60.82731653796509,,88.79296499999994
167,4.9,-1881.0999999999976,-9.691999999999993,-10.562999999999994,5,-0.0012814844958484173,60.82859802246094,3.09094500541687,0.0001,0.003366410732269287,60.82731653796509,,88.79296499999994
168,-10.799999999999994,-1891.8999999999976,-9.011999999999993,-10.582999999999993,30,-0.0012814844958484173,60.82859802246094,3.09094500541687,0.0001,0.003366410732269287,60.82731653796509,,88.79296499999994
169,-14.19999999999999,-1906.0999999999976,-8.671999999999993,-10.590999999999992,30,-0.0012814844958484173,60.82859802246094,3.09094500541687,0.0001,0.003366410732269287,60.82731653796509,,88.79296499999994
170,-17.59999999999999,-1923.6999999999975,-9.515999999999995,-10.636499999999995,30,-0.0012814844958484173,60.82859802246094,3.09094500541687,0.0001,0.003366410732269287,60.82731653796509,,88.79296499999994
171,-14.19999999999999,-1937.8999999999976,-11.397999999999993,-10.744699999999996,30,-0.0012814844958484173,60.82859802246094,3.09094500541687,0.0001,0.003366410732269287,60.82731653796509,,88.79296499999994
172,-17.59999999999999,-1955.4999999999975,-11.792999999999992,-10.874299999999995,30,-0.0012814844958484173,60.82859802246094,3.09094500541687,0.0001,0.003366410732269287,60.82731653796509,,88.79296499999994
173,-13.79999999999999,-1969.2999999999975,-13.094999999999994,-10.895799999999992,30,-0.0012814844958484173,60.82859802246094,3.09094500541687,0.0001,0.003366410732269287,60.82731653796509,,88.79296499999994
174,-17.59999999999999,-1986.8999999999974,-13.60999999999999,-10.920799999999995,30,-0.0012814844958484173,60.82859802246094,3.09094500541687,0.0001,0.003366410732269287,60.82731653796509,,88.79296499999994
175,-17.59999999999999,-2004.4999999999973,-13.60999999999999,-10.96279999999999,30,-0.0012814844958484173,60.82859802246094,3.09094500541687,0.0001,0.003366410732269287,60.82731653796509,,88.79296499999994
176,-13.649999999999991,-2018.1499999999974,-13.214999999999993,-10.923299999999992,30,-0.0012814844958484173,60.82859802246094,3.09094500541687,0.0001,0.003366410732269287,60.82731653796509,,88.79296499999994
