episode_num,episode_reward,cumulative_reward,moving_avg_10,moving_avg_100,episode_length,policy_loss,value_loss,entropy,learning_rate,explained_variance,total_loss,loss_variance_window,reward_variance_window
1721,-15.09999999999999,-18568.060000000045,-9.874999999999995,-8.802899999999996,30,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1722,-11.849999999999998,-18579.910000000044,-10.301999999999996,-8.859399999999996,30,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1723,3.3800000000000003,-18576.530000000042,-8.818999999999996,-8.701599999999996,6,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1724,-4.52,-18581.050000000043,-9.608999999999996,-8.624799999999997,16,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1725,-17.59999999999999,-18598.65000000004,-10.098999999999993,-8.844999999999997,30,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1726,-12.999999999999993,-18611.65000000004,-9.638999999999996,-8.838999999999997,30,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1727,-10.499999999999996,-18622.15000000004,-9.268999999999997,-8.846999999999998,30,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1728,-13.79999999999999,-18635.95000000004,-9.348999999999995,-8.874999999999996,30,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1729,-11.45,-18647.40000000004,-9.193999999999996,-8.882599999999995,30,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1730,-13.649999999999991,-18661.050000000043,-10.808999999999994,-8.964099999999997,30,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1731,-15.09999999999999,-18676.15000000004,-10.808999999999996,-9.028599999999997,30,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1732,-17.59999999999999,-18693.75000000004,-11.383999999999995,-9.182799999999997,30,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1733,-10.799999999999997,-18704.55000000004,-12.801999999999992,-9.114799999999997,30,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1734,-17.59999999999999,-18722.150000000038,-14.10999999999999,-9.308999999999997,30,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1735,7.250000000000002,-18714.900000000038,-11.624999999999995,-9.239099999999997,25,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1736,-5.880000000000001,-18720.78000000004,-10.912999999999993,-9.146899999999995,24,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1737,-15.09999999999999,-18735.880000000037,-11.372999999999994,-9.161399999999997,30,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1738,-9.449999999999998,-18745.330000000038,-10.937999999999995,-9.143399999999996,30,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1739,-17.59999999999999,-18762.930000000037,-11.552999999999994,-9.177399999999997,30,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1740,-4.779999999999998,-18767.710000000036,-10.665999999999995,-9.180999999999997,24,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1741,-12.849999999999996,-18780.560000000034,-10.440999999999995,-9.133499999999996,30,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1742,1.1000000000000085,-18779.460000000036,-8.570999999999994,-9.003499999999997,30,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1743,0.7800000000000002,-18778.680000000037,-7.412999999999995,-8.853699999999996,11,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1744,-8.839999999999998,-18787.520000000037,-6.536999999999996,-9.008199999999999,27,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1745,-10.799999999999994,-18798.320000000036,-8.341999999999995,-9.009399999999996,30,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1746,-11.249999999999998,-18809.570000000036,-8.878999999999996,-9.093899999999998,30,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1747,-11.849999999999998,-18821.420000000035,-8.553999999999997,-9.345799999999995,30,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1748,-3.45,-18824.870000000035,-7.953999999999996,-9.242299999999997,15,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1749,-11.799999999999994,-18836.670000000035,-7.373999999999997,-9.219799999999998,30,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1750,10.700000000000003,-18825.970000000034,-5.825999999999996,-8.936799999999996,15,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1751,-4.48,-18830.450000000033,-4.988999999999997,-8.830599999999997,14,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1752,-17.59999999999999,-18848.050000000032,-6.858999999999997,-8.896599999999996,30,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1753,-17.59999999999999,-18865.65000000003,-8.696999999999997,-8.949599999999997,30,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1754,-1.9200000000000004,-18867.57000000003,-8.004999999999997,-8.792799999999996,11,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1755,-17.59999999999999,-18885.170000000027,-8.684999999999997,-8.845799999999997,30,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1756,-12.449999999999996,-18897.620000000028,-8.804999999999996,-8.952099999999996,30,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1757,-17.59999999999999,-18915.220000000027,-9.379999999999995,-9.000099999999996,30,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1758,1.2600000000000002,-18913.96000000003,-8.908999999999995,-8.857499999999998,12,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1759,-0.8199999999999998,-18914.780000000028,-7.810999999999995,-8.746199999999996,16,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1760,8.780000000000001,-18906.00000000003,-8.002999999999995,-8.760599999999997,26,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1761,-6.41,-18912.41000000003,-8.195999999999994,-8.722199999999996,23,-0.01379895769059658,48.88014221191406,3.0856359004974365,0.0001,-0.0031745433807373047,48.866343254223466,9.022057488210693,27.097019999999965
1762,-3.979999999999999,-18916.39000000003,-6.833999999999998,-8.681999999999997,29,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1763,-12.999999999999991,-18929.39000000003,-6.373999999999997,-8.782399999999996,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1764,-9.59999999999999,-18938.990000000027,-7.141999999999996,-8.776899999999996,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1765,-13.19999999999999,-18952.190000000028,-6.7019999999999955,-8.827299999999997,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1766,-11.049999999999997,-18963.240000000027,-6.561999999999995,-8.805299999999995,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1767,-13.399999999999995,-18976.64000000003,-6.141999999999996,-8.941899999999997,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1768,-12.449999999999994,-18989.09000000003,-7.5129999999999955,-8.980599999999995,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1769,4.42,-18984.67000000003,-6.9889999999999946,-8.800399999999994,4,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1770,-11.749999999999995,-18996.42000000003,-9.041999999999994,-8.785899999999996,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1771,-11.999999999999995,-19008.42000000003,-9.600999999999996,-8.834999999999997,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1772,-5.52,-19013.94000000003,-9.754999999999994,-8.748199999999995,21,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1773,-8.049999999999999,-19021.99000000003,-9.259999999999994,-8.702699999999995,25,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1774,-6.3399999999999945,-19028.33000000003,-8.933999999999994,-8.775499999999996,27,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1775,8.620000000000003,-19019.710000000032,-6.751999999999997,-8.575299999999995,19,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1776,-17.59999999999999,-19037.31000000003,-7.4069999999999965,-8.636799999999996,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1777,-4.999999999999998,-19042.31000000003,-6.566999999999996,-8.555799999999996,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1778,-17.59999999999999,-19059.91000000003,-7.081999999999996,-8.713799999999997,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1779,-14.19999999999999,-19074.11000000003,-8.943999999999994,-8.721799999999996,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1780,-11.0,-19085.11000000003,-8.868999999999996,-8.680799999999996,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1781,-0.7799999999999998,-19085.89000000003,-7.7469999999999954,-8.607399999999997,14,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1782,2.82,-19083.07000000003,-6.912999999999997,-8.448199999999996,9,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1783,13.34,-19069.73000000003,-4.7739999999999965,-8.210299999999995,8,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1784,-13.049999999999994,-19082.780000000028,-5.444999999999996,-8.198799999999995,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1785,-15.09999999999999,-19097.880000000026,-7.816999999999996,-8.173799999999995,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1786,-11.199999999999996,-19109.080000000027,-7.176999999999995,-8.298799999999996,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1787,-17.59999999999999,-19126.680000000026,-8.436999999999994,-8.422099999999997,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1788,-15.09999999999999,-19141.780000000024,-8.186999999999996,-8.683299999999997,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1789,-12.449999999999996,-19154.230000000025,-8.011999999999995,-8.687299999999999,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1790,-10.649999999999999,-19164.880000000026,-7.976999999999995,-8.672799999999997,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1791,-12.999999999999993,-19177.880000000026,-9.198999999999995,-8.816099999999997,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1792,2.3400000000000003,-19175.540000000026,-9.246999999999995,-8.716299999999997,8,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1793,-15.09999999999999,-19190.640000000025,-12.090999999999994,-8.770099999999996,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1794,-0.7799999999999998,-19191.420000000024,-10.863999999999995,-8.667899999999996,14,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1795,-13.799999999999992,-19205.220000000023,-10.733999999999996,-8.679899999999996,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1796,-12.999999999999996,-19218.220000000023,-10.913999999999996,-8.658899999999996,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1797,-13.649999999999991,-19231.870000000024,-10.518999999999995,-8.892399999999995,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1798,-13.399999999999995,-19245.270000000026,-10.348999999999995,-9.055299999999995,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1799,-17.59999999999999,-19262.870000000024,-10.863999999999994,-9.171399999999995,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1800,-11.599999999999994,-19274.470000000023,-10.958999999999994,-9.305599999999995,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1801,-10.849999999999998,-19285.32000000002,-10.743999999999994,-9.280099999999997,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1802,-13.049999999999992,-19298.37000000002,-12.282999999999994,-9.272599999999997,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1803,-10.649999999999999,-19309.020000000022,-11.837999999999994,-9.254599999999995,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1804,-17.59999999999999,-19326.62000000002,-13.519999999999996,-9.254599999999995,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1805,-13.649999999999991,-19340.270000000022,-13.504999999999995,-9.393599999999996,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1806,-13.59999999999999,-19353.87000000002,-13.564999999999992,-9.378599999999995,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1807,-0.8400000000000003,-19354.71000000002,-12.283999999999995,-9.258499999999996,7,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1808,-17.59999999999999,-19372.31000000002,-12.703999999999995,-9.292499999999995,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1809,-5.890000000000001,-19378.20000000002,-11.532999999999994,-9.285199999999998,22,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1810,-17.59999999999999,-19395.800000000017,-12.132999999999994,-9.340199999999996,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1811,0.06000000000000005,-19395.740000000016,-11.041999999999994,-9.264299999999997,17,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1812,-14.199999999999992,-19409.940000000017,-11.156999999999993,-9.330499999999995,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1813,1.62,-19408.320000000018,-9.929999999999994,-9.199799999999998,14,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1814,-17.59999999999999,-19425.920000000016,-9.929999999999994,-9.409599999999996,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1815,-17.59999999999999,-19443.520000000015,-10.324999999999994,-9.458599999999997,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1816,-12.199999999999994,-19455.720000000016,-10.184999999999993,-9.404599999999997,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1817,-13.099999999999996,-19468.820000000014,-11.410999999999994,-9.393599999999998,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1818,-17.59999999999999,-19486.420000000013,-11.410999999999994,-9.439599999999997,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1819,-12.199999999999996,-19498.620000000014,-12.041999999999993,-9.431599999999998,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1820,-13.399999999999993,-19512.020000000015,-11.621999999999993,-9.590599999999997,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1821,-7.969999999999999,-19519.990000000016,-12.424999999999994,-9.519299999999998,26,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1822,-13.199999999999992,-19533.190000000017,-12.324999999999994,-9.532799999999996,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1823,-11.499999999999996,-19544.690000000017,-13.636999999999992,-9.681599999999996,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1824,2.8800000000000003,-19541.810000000016,-11.588999999999995,-9.607599999999996,11,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1825,-12.199999999999996,-19554.010000000017,-11.048999999999996,-9.553599999999996,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1826,-1.279999999999999,-19555.290000000015,-9.956999999999997,-9.436399999999995,19,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1827,-17.59999999999999,-19572.890000000014,-10.406999999999995,-9.507399999999995,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1828,-12.299999999999995,-19585.190000000013,-9.876999999999997,-9.492399999999996,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1829,-17.59999999999999,-19602.79000000001,-10.416999999999994,-9.553899999999995,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1830,2.8600000000000008,-19599.93000000001,-8.790999999999995,-9.388799999999996,7,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1831,-14.19999999999999,-19614.130000000012,-9.413999999999994,-9.379799999999996,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1832,-8.59999999999999,-19622.73000000001,-8.953999999999995,-9.289799999999996,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1833,-17.59999999999999,-19640.33000000001,-9.563999999999995,-9.357799999999996,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1834,14.38,-19625.950000000008,-8.413999999999996,-9.037999999999997,6,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1835,-12.699999999999996,-19638.65000000001,-8.463999999999993,-9.237499999999997,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1836,-4.399999999999997,-19643.05000000001,-8.775999999999993,-9.222699999999996,25,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1837,-13.399999999999991,-19656.45000000001,-8.355999999999993,-9.205699999999997,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1838,-9.35,-19665.80000000001,-8.060999999999995,-9.204699999999995,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1839,-11.59999999999999,-19677.40000000001,-7.460999999999994,-9.144699999999995,30,-0.015211476013064384,54.55171585083008,3.0851845741271973,0.0001,-0.004278779029846191,54.536504374817014,12.893359460558685,84.64212399999994
1840,-17.59999999999999,-19695.000000000007,-9.506999999999994,-9.272899999999995,30,-0.02067837305366993,53.39570236206055,3.084639310836792,0.0001,-0.003484010696411133,53.37502398900688,12.423811607794134,82.58512899999995
1841,-13.399999999999995,-19708.40000000001,-9.426999999999994,-9.278399999999996,30,-0.02067837305366993,53.39570236206055,3.084639310836792,0.0001,-0.003484010696411133,53.37502398900688,12.423811607794134,82.58512899999995
1842,-11.899999999999995,-19720.30000000001,-9.756999999999994,-9.408399999999995,30,-0.02067837305366993,53.39570236206055,3.084639310836792,0.0001,-0.003484010696411133,53.37502398900688,12.423811607794134,82.58512899999995
1843,-17.59999999999999,-19737.90000000001,-9.756999999999994,-9.592199999999997,30,-0.02067837305366993,53.39570236206055,3.084639310836792,0.0001,-0.003484010696411133,53.37502398900688,12.423811607794134,82.58512899999995
1844,-12.699999999999996,-19750.60000000001,-12.464999999999995,-9.630799999999995,30,-0.02067837305366993,53.39570236206055,3.084639310836792,0.0001,-0.003484010696411133,53.37502398900688,12.423811607794134,82.58512899999995
1845,-2.5600000000000005,-19753.16000000001,-11.450999999999993,-9.548399999999994,13,-0.02067837305366993,53.39570236206055,3.084639310836792,0.0001,-0.003484010696411133,53.37502398900688,12.423811607794134,82.58512899999995
1846,-17.59999999999999,-19770.76000000001,-12.770999999999995,-9.611899999999997,30,-0.02067837305366993,53.39570236206055,3.084639310836792,0.0001,-0.003484010696411133,53.37502398900688,12.423811607794134,82.58512899999995
1847,-17.59999999999999,-19788.360000000008,-13.190999999999994,-9.669399999999994,30,-0.02067837305366993,53.39570236206055,3.084639310836792,0.0001,-0.003484010696411133,53.37502398900688,12.423811607794134,82.58512899999995
1848,-14.19999999999999,-19802.56000000001,-13.675999999999993,-9.776899999999996,30,-0.02067837305366993,53.39570236206055,3.084639310836792,0.0001,-0.003484010696411133,53.37502398900688,12.423811607794134,82.58512899999995
1849,-17.59999999999999,-19820.160000000007,-14.275999999999993,-9.834899999999996,30,-0.02067837305366993,53.39570236206055,3.084639310836792,0.0001,-0.003484010696411133,53.37502398900688,12.423811607794134,82.58512899999995
1850,-8.799999999999997,-19828.960000000006,-13.395999999999992,-10.029899999999996,25,-0.02067837305366993,53.39570236206055,3.084639310836792,0.0001,-0.003484010696411133,53.37502398900688,12.423811607794134,82.58512899999995
